Area,Item,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
Bangladesh,"Anise, badian, fennel, coriander",Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,"Anise, badian, fennel, coriander",Production,tonnes,600,300,300,300,300,300,300,300,300,300,400,400,500,600,800,800,1000,800,600,400,200,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Areca nuts,Area harvested,ha,82600,82600,82200,79700,71200,44900,38900,38000,40900,40100,40100,37683,37573,37116,37336,37049,37387,37118,36661,36227,36432,35368,35613,35182,34559,33945,34233,34648,34800,34912,35813,35916,35813,35600,36000,36400,36000,36000,77000,77000,77800,77296,77296,77700,167640,168680,165270,173380,176350,178630,182389,222570,238760,230670,238760,238760,291210,270358,386957
Bangladesh,Areca nuts,Yield,hg/ha,7627,6765,7169,7139,6564,5431,6922,7487,6455,6580,5828,5692,5736,5771,6006,6414,6865,6958,7217,6561,6876,6812,6458,6879,6568,6792,6358,6472,6609,6519,6735,6755,6661,7303,7222,7418,7500,7778,5714,5844,6041,6598,7116,7079,5597,5775,6126,5649,5979,5132,5809,6110,7581,8150,9131,8963,8477,7981,8185
Bangladesh,Areca nuts,Production,tonnes,62995,55882,58931,56898,46738,24385,26925,28449,26400,26385,23369,21448,21550,21419,22424,23765,25665,25828,26458,23767,25051,24091,23000,24200,22700,23055,21765,22425,23000,22760,24120,24260,23855,26000,26000,27000,27000,28000,44000,45000,47000,51000,55000,55000,93820,97415,101240,97947,105448,91681,105953,136000,181000,188000,218000,214000,246863,215783,316715
Bangladesh,Bananas,Area harvested,ha,33600,34800,34000,36000,40500,42100,43700,43284,43083,39204,37984,37557,37462,36830,37211,37735,37992,38211,39044,40226,42385,42772,41940,40476,40580,40975,41055,38314,39142,38904,39119,38875,38948,39448,39700,39632,39646,39618,39254,40469,42914,44921,45350,49281,53862,55847,58792,53270,53585,53946,52847,49278,48157,46134,46714,47432,48644,49123,48850
Bangladesh,Bananas,Yield,hg/ha,132738,147155,138059,158639,153037,180523,169725,177225,172863,151362,156843,156026,157007,156155,155416,155989,155221,156079,157871,162109,161344,163375,160875,170414,170381,185262,166598,158929,162763,160310,160092,163630,162152,162201,159698,159882,158509,157690,143170,141343,141213,145589,143270,143379,166854,162777,170860,164656,156048,151680,151539,151371,160896,166949,166423,168243,165921,164963,170585
Bangladesh,Bananas,Production,tonnes,446000,512100,469400,571100,619800,760000,741700,767100,744744,593400,595751,585987,588181,575120,578318,588625,589714,596393,616393,652101,683855,698786,674708,689767,691405,759110,683970,608921,637087,623670,626265,636110,631550,639850,634000,633645,628425,624735,562000,572000,606000,654000,649730,706585,898710,909060,1004520,877123,836183,818254,800840,745927,774826,770203,777427,798012,807104,810347,833309
Bangladesh,Barley,Area harvested,ha,29947,33589,30756,23877,20639,21900,22700,24700,28300,29500,37200,28700,25900,24453,25550,25558,23484,21327,19952,19557,18351,15128,12633,9605,24725,21996,19499,17910,18609,18605,17618,16060,12296,10072,10000,9354,9407,9270,8498,6880,5668,4048,2383,1881,1275,969,929,613,549,619,547,361,290,248,348,356,329,301,191
Bangladesh,Barley,Yield,hg/ha,5768,5445,6937,5532,5907,5571,6696,6599,6466,6542,7097,7422,6293,6306,6406,6701,6278,6318,6311,6491,6343,6879,7001,6727,6265,6398,6271,6393,6167,6280,6130,6351,6156,6190,6000,6430,6362,6516,5884,7267,7057,7411,7113,7310,9176,7843,8127,8760,8597,8530,8848,8864,8966,10726,8822,8904,8723,8106,8220
Bangladesh,Barley,Production,tonnes,17272,18288,21336,13208,12192,12200,15200,16300,18300,19300,26400,21300,16300,15419,16367,17126,14744,13474,12592,12694,11640,10406,8844,6461,15491,14073,12227,11449,11477,11684,10800,10200,7570,6235,6000,6015,5985,6040,5000,5000,4000,3000,1695,1375,1170,760,755,537,472,528,484,320,260,266,307,317,287,244,157
Bangladesh,"Bastfibres, other",Area harvested,ha,30900,30900,31700,37700,50700,23500,51100,25205,38731,27305,23316,24038,21929,15402,13363,14542,15176,16062,13740,10221,9758,9505,8732,9063,10360,9331,7370,5914,6941,20107,5000,1000,992,7000,1000,2238,1000,2024,2000,2028,1995,2186,2279,2408,3000,2625,2629,2601,2547,2476,2402,2400,2400,3662,4321,4888,5655,6658,8037
Bangladesh,"Bastfibres, other",Yield,hg/ha,11117,11294,10779,11910,10757,11123,11342,10683,11433,10394,9234,9989,10287,8648,10286,10287,10770,11617,11261,9632,9971,9591,9848,9331,9394,10370,10456,9630,10205,7151,10000,10000,10081,10000,10000,10393,10000,14822,13940,15360,14622,14780,14800,14560,16667,13345,12533,11749,11009,10323,9688,7917,7917,7327,6330,5479,4725,4004,3310
Bangladesh,"Bastfibres, other",Production,tonnes,34350,34900,34170,44900,54540,26140,57960,26926,44283,28380,21531,24012,22558,13319,13745,14959,16344,18659,15473,9845,9730,9116,8599,8457,9732,9676,7706,5695,7083,14379,5000,1000,1000,7000,1000,2326,1000,3000,2788,3115,2917,3231,3373,3506,5000,3503,3295,3056,2804,2556,2327,1900,1900,2683,2735,2678,2672,2666,2660
Bangladesh,"Beans, dry",Area harvested,ha,68798,73654,67988,66773,67583,78915,74058,78834,78951,75392,71460,87000,105000,130000,140000,170000,175000,194000,178000,170000,155000,148000,144300,135100,128600,122800,128400,128000,129918,126436,123727,121000,121000,121800,120200,119800,120000,84176,83771,79724,71630,69607,68600,47348,45729,47669,48009,46482,55340,59186,68000,67200,65000,77699,77840,83020,83020,81720,87380
Bangladesh,"Beans, dry",Yield,hg/ha,7236,6759,7024,7304,7216,7725,7820,7708,7850,8104,8481,8046,7619,6923,7143,6471,6571,6392,6404,6412,6323,6622,6507,6617,6026,6515,6776,6172,6391,6585,6669,6860,6777,6979,6822,7012,6917,6415,6804,6773,7399,7040,6997,7392,7435,7734,8579,8547,8770,14272,7353,7589,7923,8494,8497,8685,8910,9243,8723
Bangladesh,"Beans, dry",Production,tonnes,49784,49784,47752,48768,48768,60960,57912,60765,61979,61098,60604,70000,80000,90000,100000,110000,115000,124000,114000,109000,98000,98000,93900,89400,77500,80000,87000,79000,83035,83260,82515,83000,82000,85000,82000,84000,83000,54000,57000,54000,53000,49000,48000,35000,34000,36865,41185,39727,48533,84470,50000,51000,51500,66000,66137,72105,73970,75532,76224
Bangladesh,"Beans, green",Area harvested,ha,4266,3952,4281,4329,4251,4222,4236,4192,4150,4549,4502,3923,5948,5995,6632,6989,6479,6878,6866,6904,7017,8406,7870,8037,8314,8549,8679,9316,9642,9978,10137,10722,11201,11760,12185,12950,10232,10494,10521,10927,10931,11331,11331,12545,12950,14320,15449,15595,16273,16589,17304,17125,16997,18222,19907,20211,20880,20594,20873
Bangladesh,"Beans, green",Yield,hg/ha,36847,38041,36076,37958,41755,43212,44880,51565,55834,55403,53669,53444,37537,37079,39704,41648,37899,47877,47553,46790,45328,38612,43901,44028,43409,43309,41422,41289,38558,41794,41275,40086,39992,40625,41009,41699,46902,46946,46574,44843,45741,45009,44127,47031,46749,51281,53712,53140,54315,53397,54760,55098,54716,60367,61331,63666,65850,65485,69013
Bangladesh,"Beans, green",Production,tonnes,15719,15034,15444,16432,17750,18244,19011,21616,23171,25203,24162,20966,22327,22229,26332,29108,24555,32930,32650,32304,31807,32457,34550,35385,36090,37025,35950,38465,37178,41702,41840,42980,44795,47775,49970,54000,47990,49265,49000,49000,50000,51000,50000,59000,60540,73435,82980,82872,88386,88581,94756,94356,93000,110000,122091,128676,137495,134860,144050
Bangladesh,Berries nes,Area harvested,ha,500,600,600,600,600,800,800,600,591,600,500,524,510,522,522,535,528,527,617,613,567,616,643,775,969,1005,1000,1000,800,915,913,963,1105,1133,1215,1215,1620,1620,1618,1618,1620,1620,1620,1214,1214,3400,3027,3820,3260,3130,2580,2240,2104,2019,2160,1870,1990,1990,1931
Bangladesh,Berries nes,Yield,hg/ha,40000,50000,50000,50000,50000,46250,37500,55000,48257,40000,44000,40057,39843,46609,46609,47009,47386,43472,42609,35318,33598,33539,42286,41742,41115,40000,40000,30000,37500,36175,44524,40862,42534,44175,41152,41152,43210,43210,43263,43263,37037,30864,30864,32949,32949,54162,77651,66573,72113,68393,55996,127268,129777,139965,134056,148273,136005,134653,141528
Bangladesh,Berries nes,Production,tonnes,2000,3000,3000,3000,3000,3700,3000,3300,2852,2400,2200,2099,2032,2433,2433,2515,2502,2291,2629,2165,1905,2066,2719,3235,3984,4020,4000,3000,3000,3310,4065,3935,4700,5005,5000,5000,7000,7000,7000,7000,6000,5000,5000,4000,4000,18415,23505,25431,23509,21407,14447,28508,27305,28259,28956,27727,27065,26796,27329
Bangladesh,Buffaloes,Stocks,Head,500000,550000,600000,641000,630000,650000,700000,780000,800000,835000,700000,580000,445000,445000,445000,445000,469000,429000,529000,475000,476000,478000,479000,578209,605000,634000,664000,698000,733000,772000,807000,832000,866000,874000,882000,860000,854000,820000,850000,890000,920000,970000,1010000,1060000,1110000,1160000,1210000,1260000,1304000,1349000,1394000,1443000,1465000,1457000,1464000,1471000,1478000,1485000,1490000
Bangladesh,"Butter, buffalo milk",Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,769,772,774,774,
Bangladesh,"Butter, cow milk",Production,tonnes,450,450,450,450,450,470,470,485,485,500,550,550,560,560,560,390,400,525,540,576,599,601,609,542,530,535,541,546,550,560,560,580,597,640,705,720,725,730,487,740,760,780,810,840,880,900,940,980,1030,1080,1110,1140,1150,1197,1200,1248,1262,1308,
Bangladesh,Cabbages and other brassicas,Area harvested,ha,5765,5340,5785,5850,5745,5705,5725,5665,5969,6127,6119,5192,4927,5006,5783,5917,5739,5743,6192,6297,6696,6960,7315,7430,7555,7405,7270,7436,7523,8110,8033,8466,8903,9186,9684,10087,10329,11008,11331,11331,11745,11741,11945,12735,13581,14973,15281,16225,16507,16666,15789,16704,16187,16187,19718,17944,18486,18546,19182
Bangladesh,Cabbages and other brassicas,Yield,hg/ha,57563,59434,56360,59299,65225,67511,70103,80554,84532,83844,84610,79060,73012,73260,76173,75623,75208,79667,77204,78344,78027,79503,79419,81904,84454,85510,84477,86424,79981,80851,86667,83948,85409,88602,93758,96600,103258,102525,101491,98844,97914,101354,98690,100982,104856,117545,119550,130106,124570,131980,131035,127490,123556,134058,131153,164815,168587,173471,172568
Bangladesh,Cabbages and other brassicas,Production,tonnes,33185,31738,32604,34690,37472,38515,40134,45634,50457,51371,51773,41048,35973,36674,44051,44746,43162,45753,47805,49333,52247,55334,58095,60855,63805,63320,61415,64265,60170,65570,69620,71070,76040,81390,90795,97440,106655,112860,115000,112000,115000,119000,117885,128600,142405,176000,182685,211097,205627,219958,206891,212960,200000,217000,258608,295744,311650,321719,331020
Bangladesh,Canary seed,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Canary seed,Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,"Cashew nuts, with shell",Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,"Cashew nuts, with shell",Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Castor oil seed,Area harvested,ha,405,405,405,405,405,405,405,425,426,439,389,350,346,276,282,344,372,372,350,490,437,480,461,475,475,500,485,554,475,406,279,308,261,295,295,295,403,473,404,404,405,405,405,405,400,470,470,335,300,314,383,378,379,382,376,370,368,366,364
Bangladesh,Castor oil seed,Yield,hg/ha,5012,5012,5012,5012,5012,5012,5012,6212,6315,6469,6247,5771,5838,5435,5887,5494,5780,5457,5657,7469,6499,5417,6074,5895,5895,6000,5773,6498,6737,6281,6452,6006,6169,6610,6610,6610,6576,5920,6188,6931,6667,6667,7160,7407,7500,7128,7128,6746,6667,6879,6997,6984,7018,7016,7021,6973,6984,6995,6978
Bangladesh,Castor oil seed,Production,tonnes,203,203,203,203,203,203,203,264,269,284,243,202,202,150,166,189,215,203,198,366,284,260,280,280,280,300,280,360,320,255,180,185,161,195,195,195,265,280,250,280,270,270,290,300,300,335,335,226,200,216,268,264,266,268,264,258,257,256,254
Bangladesh,Cattle,Stocks,Head,19850000,20500000,21150000,22986000,22370000,23500000,24000000,24500000,25000000,25686000,25500000,25500000,24430000,24959008,25500000,26057008,26624000,30520000,31741008,21556000,21863008,22174000,22490000,21920176,22132000,22348000,22567008,22789008,23015008,23244000,23259008,23480000,23569000,23769000,23977000,22020000,22090000,22160000,22230000,22310000,22380000,22460000,22580000,22600000,22670000,22800000,22870000,22900000,22976000,23051000,23121000,23195000,23341000,23488000,23636000,23785000,23935000,24086000,24187000
Bangladesh,Cauliflowers and broccoli,Area harvested,ha,5419,5019,5438,5499,5400,5363,5381,5325,5590,5696,5767,4860,4715,4881,5381,5585,5573,5705,5939,6129,6558,6905,7270,7284,7480,7415,7465,7416,7737,8413,8533,8596,8773,9285,9300,9700,10137,10291,10521,10521,10935,10931,11243,12510,13156,14377,14820,15838,16160,16677,16552,16285,16187,16592,19544,19331,19718,19459,20181
Bangladesh,Cauliflowers and broccoli,Yield,hg/ha,50495,52142,49437,52017,57219,59217,61500,70663,73242,74143,73856,69755,65315,66238,69515,68829,66765,68906,70657,70813,71037,75177,71798,78115,80675,80074,76979,78358,76858,76198,79802,78641,77533,77824,82796,76289,74864,76475,76038,76038,72245,75016,74998,81123,82844,92544,96626,98802,99389,95965,101642,102054,102551,110294,137372,138888,140734,140962,140888
Bangladesh,Cauliflowers and broccoli,Production,tonnes,27363,26170,26884,28604,30898,31758,33093,37628,40942,42232,42593,33901,30796,32331,37406,38441,37208,39311,41963,43401,46586,51910,52197,56899,60345,59375,57465,58110,59465,64105,68095,67600,68020,72260,77000,74000,75890,78700,80000,80000,79000,82000,84320,101485,108990,133050,143200,156483,160612,160040,168238,166195,166000,183000,268480,268484,277500,274297,284327
Bangladesh,"Cheese, whole cow milk",Production,tonnes,650,650,650,780,780,830,850,880,880,910,910,910,900,900,930,970,990,1300,1350,961,983,986,999,858,883,892,901,911,950,970,971,966,990,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1033,1065,1093,1108,1147,
Bangladesh,Chick peas,Area harvested,ha,60299,57466,55847,51800,51396,54600,59100,61500,68400,70000,73200,71669,90000,110000,130000,160000,191000,140000,127000,128000,128000,116000,118000,113300,108900,103634,103691,103044,102759,102867,96714,92145,90470,85400,85000,85400,84435,84025,18219,18219,17004,15378,14974,13759,13089,12727,12586,9349,8177,7224,8229,7700,7284,6878,7072,6083,5917,5027,4812
Bangladesh,Chick peas,Yield,hg/ha,6066,6542,6185,6473,7314,8004,8257,7772,8026,8271,8333,8305,6667,6818,6923,7000,6545,7500,7480,6641,6328,6724,7373,7661,7456,7486,7880,7237,6438,6817,7342,7019,7447,7260,7294,7260,7282,7129,8233,7684,8233,7153,7346,7268,7357,7669,7794,7667,8011,7951,8026,9091,9610,8723,9434,10492,10541,9875,11112
Bangladesh,Chick peas,Production,tonnes,36576,37592,34544,33528,37592,43700,48800,47800,54900,57900,61000,59520,60000,75000,90000,112000,125000,105000,95000,85000,81000,78000,87000,86800,81200,77579,81710,74568,66156,70120,71005,64680,67375,62000,62000,62000,61485,59900,15000,14000,14000,11000,11000,10000,9630,9760,9810,7168,6551,5744,6605,7000,7000,6000,6672,6382,6237,4964,5347
Bangladesh,Chickens,Stocks,1000 Head,16000,20000,25000,30000,37000,45000,50000,55000,60000,66186,60000,55000,50992,50992,50992,50992,41465,66817,70158,52095,55221,58534,62046,61093,67312,71512,75974,80715,85000,91103,94656,100563,109244,115800,123000,103200,109900,117000,124600,132700,142680,152240,162440,172630,183450,194820,206900,212470,221394,228035,234686,242866,249010,255311,261770,268393,275183,282145,286903
Bangladesh,"Chillies and peppers, dry",Area harvested,ha,70800,70000,73200,78500,78500,77700,80500,86200,87400,89000,88600,82335,77662,66822,78856,79232,77069,82547,83467,80995,73605,75643,75526,75527,72061,68865,66490,67393,67796,69646,70183,67265,67168,66800,66400,66000,66205,66290,174826,175231,174826,169970,169937,162154,154812,142466,141490,94406,89268,87026,104967,97120,93460,89820,92167,101972,103380,101072,96800
Bangladesh,"Chillies and peppers, dry",Yield,hg/ha,6638,6857,6653,6777,6586,6795,6944,6949,7094,7539,7223,7164,6734,6607,6365,6675,5887,6016,6293,6146,5491,5850,6143,6093,6210,6404,6467,6717,7004,7397,7394,7540,8094,8067,7932,7962,7887,7968,8122,8161,8065,8001,8081,8556,11991,10910,10881,12474,12248,12565,16780,12974,10914,12247,13368,12774,13240,13968,15441
Bangladesh,"Chillies and peppers, dry",Production,tonnes,47000,48000,48700,53200,51700,52800,55900,59900,62000,67100,64000,58987,52300,44147,50192,52888,45367,49664,52523,49777,40414,44249,46397,46018,44753,44100,43000,45270,47485,51520,51895,50715,54365,53890,52670,52550,52215,52820,142000,143000,141000,136000,137325,138740,185635,155430,153955,117765,109337,109350,176134,126000,102000,110000,123207,130260,136872,141177,149473
Bangladesh,Coconuts,Area harvested,ha,17800,18600,19400,19000,21000,36800,37600,25326,25781,24943,24836,25101,25204,26542,26092,26533,26867,27355,28395,29166,29935,29952,30274,30859,30750,31325,31560,32334,32446,32430,30729,30727,31227,31496,31647,29200,32036,32092,31161,30769,30756,30756,31053,39081,40000,39000,41000,42000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,36483
Bangladesh,Coconuts,Yield,hg/ha,27970,27860,26187,33155,40642,25125,25131,31690,32202,22722,23102,23233,22910,23305,23725,24614,25495,24446,25300,26304,25814,25822,26180,26913,26997,26602,26177,26616,25789,25160,24705,26569,29684,29797,30106,30479,27861,27832,28561,28925,28937,28287,28308,34006,98614,83542,85807,79535,73583,93488,75814,86512,84651,80808,89263,87039,95031,108599,118301
Bangladesh,Coconuts,Production,tonnes,49786,51819,50803,62995,85348,92461,94493,80258,83021,56675,57376,58316,57742,61857,61903,65307,68497,66871,71839,76717,77275,77341,79256,83051,83015,83330,82615,86060,83674,81595,75915,81640,92695,93850,95275,89000,89255,89320,89000,89000,89000,87000,87905,132900,394455,325815,351810,334047,316405,402000,326000,372000,364000,347474,383833,374269,408635,466975,431596
Bangladesh,Coir,Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Coir,Production,tonnes,6368,6628,6497,8057,10916,11825,12085,10264,10618,7248,7338,7458,7389,7911,7916,8353,8761,8553,9188,9812,9883,9892,10137,10622,10617,10658,10566,11006,10699,10433,9710,10441,11855,12000,12190,11390,11410,11420,11390,11390,11390,11130,11250,11260,11250,11260,11260,11260,9945,10420,10240,10420,10420,10300,10270,10277,10131,10040,9964
Bangladesh,Cotton lint,Production,tonnes,3048,3048,3048,3048,3048,2700,2700,2300,2700,1200,1700,1400,1127,1091,817,701,876,1181,1101,1738,9785,10258,8144,5971,5134,3868,6656,11893,13638,15683,13745,15579,25398,12417,13487,13496,13706,13000,14000,13500,15000,14323,14950,15250,17520,17890,15049,11989,15343,14453,12000,17300,18400,21000,21000,22000,42922,47842,
Bangladesh,Cottonseed,Production,tonnes,6096,6096,6096,6096,6096,5400,5400,4600,5400,2400,3400,2800,2254,2182,1634,1402,1752,2362,2202,3477,19573,20519,16290,11940,10270,7740,13310,23790,27280,31370,27495,31163,50804,24838,26978,26996,27400,26000,28000,27000,30000,28650,29904,30505,35045,35785,30103,23982,30691,28910,24000,34600,36700,36000,36000,38000,79000,82000,
Bangladesh,Cucumbers and gherkins,Area harvested,ha,2537,2350,2545,2574,2528,2510,2519,2493,2573,2736,2717,2363,2388,2426,2307,2402,2351,2329,2378,2398,2432,2555,2620,2630,2634,2830,2920,3055,3450,3583,3549,3539,3612,3648,3780,4050,4050,4500,4500,4452,4860,4860,5638,5561,5670,6410,6778,7259,7240,7663,7701,7872,8094,8903,14094,14569,15138,15287,15374
Bangladesh,Cucumbers and gherkins,Yield,hg/ha,43603,45017,42703,44922,49407,51147,53108,61015,63082,63560,66040,59467,57228,57045,53997,53510,52965,52417,52040,49658,49338,47769,47004,45627,43428,44099,42740,42520,41212,41934,42702,42809,42829,43366,43505,41975,44444,40000,42222,44924,43210,45267,40795,44956,42945,44212,47920,50613,60638,71972,62911,63631,60539,61777,70900,75142,80099,73902,77492
Bangladesh,Cucumbers and gherkins,Production,tonnes,11062,10579,10868,11563,12490,12838,13378,15211,16231,17390,17943,14052,13666,13839,12457,12853,12452,12208,12375,11908,11999,12205,12315,12000,11439,12480,12480,12990,14218,15025,15155,15150,15470,15820,16445,17000,18000,18000,19000,20000,21000,22000,23000,25000,24350,28340,32480,36740,43902,55152,48448,50090,49000,55000,99927,109475,121254,112974,119136
Bangladesh,Ducks,Stocks,1000 Head,7000,9000,9500,10000,10500,11500,12000,12500,13000,13323,13200,13000,12800,12600,12500,12400,12400,17989,19788,15561,16494,17484,18533,18000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,33830,34670,35540,36400,37280,38070,39080,39840,41234,42677,44120,45700,47253,48861,50522,52240,54016,55853,57119
Bangladesh,"Eggs, hen, in shell",Yield,100mg/An,16538,16462,16543,16531,16500,16438,16543,16536,16513,16558,16810,16810,16814,16814,16814,16816,16858,16799,16794,16797,16797,16797,16797,16809,16787,16780,14051,16787,16727,16797,16797,16797,16797,16989,16988,16957,17000,16896,17059,16892,17089,16977,17065,17065,16972,16952,16698,16034,16042,15932,16048,16040,14000,18189,19347,20403,25506,25303,26893
Bangladesh,"Eggs, hen, in shell",Production,tonnes,8600,10700,13400,16200,19800,24000,26800,29600,32200,35600,35300,35300,34300,34300,34300,34300,34300,44900,47130,35002,37102,39329,41688,37500,45200,48000,42700,54200,46000,61211,63598,67509,73401,79000,88000,117000,136000,130100,116000,125000,135000,146000,157000,157000,185000,178000,177000,186000,154000,188000,199000,239000,250600,327410,354045,383579,491000,499744,381634
Bangladesh,"Eggs, hen, in shell",Laying,1000 Head,5200,6500,8100,9800,12000,14600,16200,17900,19500,21500,21000,21000,20400,20400,20400,20397,20347,26727,28063,20838,22088,23414,24818,22310,26925,28605,30390,32286,27500,36441,37862,40190,43698,46500,51800,69000,80000,77000,68000,74000,79000,86000,92000,92000,109000,105000,106000,116000,96000,118000,124000,149000,179000,180000,183000,188000,192500,197500,141907
Bangladesh,"Eggs, hen, in shell (number)",Production,1000 No,184300,229300,287200,347200,424300,514400,574400,634400,690000,763000,756500,756500,734292,734292,734292,734292,734292,962172,1010268,750168,795168,842905,893400,804600,969300,1029780,914292,1162296,987867,1311876,1363032,1446850,1573123,1683000,1872000,2489000,2890000,2768000,2458000,2655000,2870000,3097000,3340000,3346000,3936000,3795000,3758000,3957000,3284000,4020000,4255000,5111900,5332110,7117600,7696640,8338680,10453170,10864000,8296400
Bangladesh,"Eggs, other bird, in shell",Yield,100mg/An,35429,35333,35417,35400,35472,35345,35500,35397,35385,35455,35455,35385,35469,35556,35520,35535,35535,36001,35128,34994,34995,34994,34994,35065,35067,34983,35044,34957,35273,34994,34995,34995,34994,35000,34952,34912,34959,35115,35000,34934,34939,34972,35079,34986,34978,34977,34987,35044,34579,34913,34979,35172,35000,35000,34999,35000,35000,34975,35565
Bangladesh,"Eggs, other bird, in shell",Production,tonnes,12400,15900,17000,17700,18800,20500,21300,22300,23000,23400,23400,23000,22700,22400,22200,22000,22000,32383,34756,27229,28860,30592,32429,27000,23200,23400,23700,23900,19400,24454,24178,24444,25269,33600,36700,39800,43000,46000,49000,53100,57300,61900,67000,66900,78700,75900,75200,79200,65700,80300,85000,102000,105000,137200,148430,161000,201600,209500,163600
Bangladesh,"Eggs, other bird, in shell",Laying,1000 Head,3500,4500,4800,5000,5300,5800,6000,6300,6500,6600,6600,6500,6400,6300,6250,6191,6191,8995,9894,7781,8247,8742,9267,7700,6616,6689,6763,6837,5500,6988,6909,6985,7221,9600,10500,11400,12300,13100,14000,15200,16400,17700,19100,19122,22500,21700,21494,22600,19000,23000,24300,29000,30000,39200,42410,46000,57600,59900,46000
Bangladesh,"Eggs, other bird, in shell (number)",Production,1000 No,258000,331000,354000,369000,392000,427000,444000,465000,479000,488000,488000,479000,473000,467000,463000,458000,458000,674625,724050,583575,618525,655650,700000,580000,496200,501675,507225,512775,414720,524100,518175,523875,541575,721000,787000,853000,919000,985000,1054000,1138000,1227000,1327000,1437000,1434000,1687000,1627000,1611000,1696000,1409000,1720000,1824000,2192000,2285190,3050400,3298560,3573720,4479930,4656000,3555600
Bangladesh,"Fat, buffaloes",Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,150,154,156,158,168,163,168,182,192,201,206,220,225,240,249,259,268,278,286,295,306,310,318,326,312,282,258,259
Bangladesh,"Fat, buffaloes",Producing Animals/Slaughtered,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36779,37186,38719,39090,39462,38491,38236,40199,45939,50000,52000,53750,57000,58750,62000,65000,67500,70000,72500,74500,77000,79700,80875,83000,85000,81406,73591,67362,67654
Bangladesh,"Fat, cattle",Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4568,4610,4697,4785,4823,4973,5400,5250,5560,5625,5687,5817,5870,5902,5967,6000,6065,6098,6130,6135,6212,6221,6261,6289,6249,6220,6156,6194,6219
Bangladesh,"Fat, cattle",Producing Animals/Slaughtered,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2326000,2348000,2392000,2411000,2431000,2420000,2460000,2300000,2430000,2455000,2475000,2550000,2570000,2590000,2610000,2630000,2650000,2653000,2662000,2670000,2678000,2687000,2703000,2721000,2687204,2677449,2649022,2664613,2674660
Bangladesh,"Fat, goats",Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5750,6167,6680,7200,7714,8449,9073,9257,9331,9478,9478,10065,10506,10947,11417,11931,12394,12909,13474,14040,14605,14693,15012,15326,15274,15307,16263,16342,16629
Bangladesh,"Fat, goats",Producing Animals/Slaughtered,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11176000,11990000,12984000,14000000,15000000,16500000,17600000,18000000,18200000,18400000,18400000,19600000,20400000,21300000,22200000,23200000,24100000,25100000,26200000,27300000,28400000,28570000,29190000,29800000,29700000,29759153,31614688,31764963,32322418
Bangladesh,"Fat, sheep",Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,112,117,136,136,174,170,177,177,177,177,191,191,204,204,214,225,238,252,266,276,281,286,295,310,329,336,345,356
Bangladesh,"Fat, sheep",Producing Animals/Slaughtered,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226000,235000,247000,280000,280000,365000,370000,370000,375000,379000,383000,400000,400000,429000,429000,450000,470000,500000,526000,557000,580000,590000,600000,620000,650000,689627,704510,723550,746549
