Area,Item,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
Bangladesh,Tomatoes,Production,tonnes,48905,46771,48048,51123,55221,56759,59144,67251,77596,75559,73151,61253,53180,52545,61430,58214,53399,61065,64722,66007,64971,65290,69545,72335,71665,71185,72345,81005,83569,89170,89335,86015,85750,86470,87275,89265,93075,93940,98000,100000,100000,103000,101945,119935,122440,131280,136935,143058,150720,190213,232459,255430,251000,260000,413610,368121,388725,385038,387653
Bangladesh,"Vegetables, fresh nes",Area harvested,ha,74138,68672,74395,75231,73881,71000,73000,75000,64047,67727,67074,57896,58007,61845,64508,65500,63081,65179,66922,69406,69194,72503,76246,77991,77023,79034,81142,83498,89444,77330,95910,95911,98744,99149,100360,104000,106000,108457,166327,148117,148521,149735,150545,154996,161066,154183,155802,179000,181000,184000,185750,180892,186557,184940,192630,190650,188986,191414,227884
Bangladesh,"Vegetables, fresh nes",Yield,hg/ha,48845,50432,47824,50318,55346,70423,71233,70667,74262,74212,74258,70853,66857,65860,74172,66394,64991,64892,64959,62408,64327,63584,63112,63459,62181,61522,61434,61197,58349,73080,61725,62037,62789,63137,63770,63558,64057,62882,53750,61505,61338,61442,60248,60776,64011,68490,70346,67598,69890,70109,71009,72585,73543,73646,76883,80514,84133,85365,89272
Bangladesh,"Vegetables, fresh nes",Production,tonnes,362128,346329,355784,378549,408903,500000,520000,530000,475623,502615,498078,410210,387816,407314,478468,434883,409969,422961,434717,433152,445101,461001,481202,494920,478940,486230,498485,510985,521895,565127,592000,595000,620000,626000,640000,661000,679000,682000,894000,911000,911000,920000,907000,942000,1031000,1056000,1096000,1210000,1265000,1290000,1319000,1313000,1372000,1362000,1481000,1535000,1590000,1634000,2034364
Bangladesh,Wheat,Area harvested,ha,56657,58680,73654,57466,53419,55000,68000,77700,117400,119800,125900,127259,120132,123437,126037,150102,160047,188938,264753,433221,591216,534068,519385,526097,676125,540310,584766,597422,560096,592000,598955,574650,636947,615000,639000,701000,707802,804523,882224,832447,773000,742000,706475,641875,558413,479000,399000,388000,394612,376256,373708,358181,416416,429770,436814,444805,415339,351213,330348
Bangladesh,Wheat,Yield,hg/ha,5738,6753,6069,6011,6467,6473,7926,7580,7964,8740,8880,9038,7572,8987,9260,14535,16211,18419,18660,18990,18479,18114,21090,23021,21647,19282,18657,17542,18246,15034,16767,18534,18457,18390,19483,19531,20544,22408,21627,22104,21643,21644,21327,19527,17478,15344,18471,21753,21516,23959,26012,27789,30138,30319,30860,30310,31576,31302,30780
Bangladesh,Wheat,Production,tonnes,32512,39624,44704,34544,34544,35600,53900,58900,93500,104700,111800,115012,90963,110929,116714,218174,259456,347997,494031,822706,1092513,967389,1095370,1211132,1463630,1041825,1090990,1048015,1021950,890000,1004290,1065050,1175630,1131000,1244990,1369130,1454100,1802815,1908000,1840000,1673000,1606000,1506710,1253380,975985,735000,737000,844000,849046,901490,972085,995356,1255000,1303000,1348000,1348186,1311473,1099373,1016811
Bangladesh,"Wool, greasy",Production,tonnes,700,900,900,900,900,900,900,900,900,900,900,900,1100,1200,1300,1350,1450,1200,1300,1300,700,700,750,800,850,900,950,1000,1000,1050,1100,1149,1200,1244,1300,1342,1400,1300,1350,1360,1370,1380,1500,1600,1700,1800,1900,2000,2100,2200,2230,2300,2300,2300,2340,2375,2444,2452,2481
Bangladesh,Beef and Buffalo Meat,Yield/Carcass Weight,hg/An,562,562,562,563,562,563,563,563,563,563,563,562,562,562,562,562,562,561,562,562,562,562,562,562,604,604,604,604,604,604,605,606,606,612,612,635,676,703,704,705,707,702,703,701,704,702,704,707,709,707,714,713,713,712,716,715,715,715,715
Bangladesh,Beef and Buffalo Meat,Production,tonnes,119800,122600,125050,127500,127400,132900,135350,137900,142500,145300,143900,143500,137047,140033,143057,147563,150798,172500,179990,122719,124284,125861,127485,124913,135424,136917,138298,139791,141320,142834,143057,144514,147240,150000,151216,156000,169000,164500,174300,176500,178600,182700,184600,185700,188000,189200,191400,192600,193800,194112,196675,197164,198483,199510,198449,197247,194658,195333,196134
Bangladesh,Beef and Buffalo Meat,Producing Animals/Slaughtered,Head,2130000,2181000,2224000,2266000,2265500,2362500,2406000,2450000,2531000,2580500,2558000,2552000,2440000,2493000,2547000,2628000,2685500,3073700,3200700,2184000,2212000,2240000,2269000,2220928,2243000,2267000,2290000,2314000,2339000,2363000,2362779,2385186,2430719,2450090,2470462,2458491,2498236,2340199,2475939,2505000,2527000,2603750,2627000,2648750,2672000,2695000,2717500,2723000,2734500,2744500,2755000,2766700,2783875,2804000,2772204,2758855,2722613,2731975,2742314
Bangladesh,Butter and Ghee,Production,tonnes,9640,9842,9845,10047,10050,10272,10575,10892,10975,11312,11565,11567,11980,12282,12485,11417,11630,15162,15490,14084,14411,14452,14635,14442,12846,13008,13150,13295,13420,13592,13592,13745,14040,15055,16525,16820,16935,17130,16887,17360,17800,18330,18880,19630,20500,20940,21800,22760,23930,25000,25850,26400,26730,27261,28269,29020,29336,30382,
Bangladesh,Cattle and Buffaloes,Stocks,Head,20350000,21050000,21750000,23627000,23000000,24150000,24700000,25280000,25800000,26521000,26200000,26080000,24875000,25404008,25945000,26502008,27093000,30949000,32270008,22031000,22339008,22652000,22969000,22498385,22737000,22982000,23231008,23487008,23748008,24016000,24066008,24312000,24435000,24643000,24859000,22880000,22944000,22980000,23080000,23200000,23300000,23430000,23590000,23660000,23780000,23960000,24080000,24160000,24280000,24400000,24515000,24638000,24806000,24945000,25100000,25256000,25413000,25571000,25677000
Bangladesh,"Cereals, Total",Area harvested,ha,8639332,8855818,9170275,9364054,9492394,9208509,10036709,9931197,10545400,10146201,9531242,9857487,10094822,10012328,10549360,10123512,10278378,10371255,10507816,10817980,11143697,11181582,10423553,10895119,11233180,11304320,11036881,10935858,11153325,11140604,10954903,10860774,10642068,10632902,10683381,10994172,11062180,11020640,11680974,11672247,11485595,11588093,11500907,10978274,11176338,11178034,11152085,11930855,11909888,12093951,12090666,12011654,12056374,12165112,12156367,11793602,12430005,12274921,12302025
Bangladesh,"Cereals, Total",Yield,hg/ha,16811,15140,17494,16918,16700,15708,16815,17279,17247,16662,15831,15545,17852,17084,18316,17690,19237,19269,18709,20058,19375,19979,22056,21346,21485,21466,22021,22358,25003,24906,25858,26257,26477,24759,25932,26942,26824,28653,31164,33844,33110,33950,34793,34394,36816,37614,40209,41025,41760,42883,43528,43958,45086,45409,45604,46010,47060,47912,48107
Bangladesh,"Cereals, Total",Production,tonnes,14523696,13408128,16042664,15842004,15852140,14464297,16876448,17160028,18187398,16905215,15088878,15323537,18021512,17105414,19322564,17908126,19772481,19984399,19658591,21698327,21591389,22339648,22990185,23256274,24134965,24266331,24304321,24449929,27886213,27746673,28326730,28516927,28177410,26325480,27704115,29620075,29673515,31577495,36403000,39503000,38029335,39341455,40015280,37759046,41146756,42044685,44841300,48946800,49735853,51862850,52628364,52801014,54357477,55241123,55438379,54262297,58495624,58811617,59181920
Bangladesh,Cheese (All Kinds),Production,tonnes,650,650,650,780,780,830,850,880,880,910,910,910,900,900,930,970,990,1300,1350,961,983,986,999,858,883,892,901,911,950,970,971,966,990,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1033,1065,1093,1108,1147,
Bangladesh,"Citrus Fruit, Total",Area harvested,ha,3600,5000,5600,6500,6000,4000,4000,4000,4402,4677,4647,4241,5171,5305,5496,5722,5656,5599,5770,5863,5955,6194,6672,6871,7417,7432,7447,7681,8107,8690,8522,8671,9000,9761,10253,11107,12303,11789,12139,12949,14165,14570,15630,16205,27154,28518,22042,25749,29659,32083,34305,29090,31383,28460,38152,33217,38018,35151,38060
Bangladesh,"Citrus Fruit, Total",Yield,hg/ha,50000,48000,47321,48462,49167,50000,52500,52500,49920,50274,46550,44122,37059,34967,33941,34245,34026,32097,32300,31639,31849,31095,33221,35063,33592,32774,32880,28323,27506,26732,27893,29633,29322,29551,29284,30121,28899,30520,30480,31663,31062,30199,30489,30367,40867,42056,50010,46932,42736,42291,39865,50641,47939,54291,41124,46945,42419,45693,43439
Bangladesh,"Citrus Fruit, Total",Production,tonnes,18000,24000,26500,31500,29500,20000,21000,21000,21975,23513,21632,18712,19163,18550,18654,19595,19245,17971,18637,18550,18966,19260,22165,24092,24915,24358,24486,21755,22299,23230,23770,25695,26390,28845,30025,33455,35555,35980,37000,41000,44000,44000,47655,49210,110970,119935,110232,120846,126750,135683,136756,147316,150448,154511,156898,155936,161270,160615,165327
Bangladesh,Eggs Primary,Yield,100mg/An,24138,24182,23566,22905,22312,21814,21667,21446,21231,20996,21268,21200,21269,21236,21201,21175,21215,21635,21573,21745,21745,21744,21745,21493,20393,20230,17872,19963,19818,19725,19606,19492,19378,20071,20016,19502,19393,19545,20122,19966,20157,20048,20162,20149,20053,20039,19781,19134,19104,19028,19150,19157,17014,21196,22292,23273,27693,27554,29016
Bangladesh,Eggs Primary,Production,tonnes,21000,26600,30400,33900,38600,44500,48100,51900,55200,59000,58700,58300,57000,56700,56500,56300,56300,77283,81886,62231,65962,69921,74117,64500,68400,71400,66400,78100,65400,85665,87776,91953,98670,112600,124700,156800,179000,176100,165000,178100,192300,207900,224000,223900,263700,253900,252200,265200,219700,268300,284000,341000,355600,464610,502475,544579,692600,709244,545234
Bangladesh,Eggs Primary,Laying,1000 Head,8700,11000,12900,14800,17300,20400,22200,24200,26000,28100,27600,27500,26800,26700,26650,26588,26538,35722,37957,28619,30335,32156,34085,30010,33541,35294,37153,39123,33000,43429,44771,47175,50919,56100,62300,80400,92300,90100,82000,89200,95400,103700,111100,111122,131500,126700,127494,138600,115000,141000,148300,178000,209000,219200,225410,234000,250100,257400,187907
Bangladesh,Fibre Crops Primary,Area harvested,ha,883083,746388,737088,724964,952774,915200,1037050,936302,1028790,952868,728881,929642,918797,606193,531000,670250,755935,858140,780167,653225,597132,605479,608215,702074,952790,1081495,792831,536616,571586,582200,608743,610909,512859,601647,496163,546104,615222,496810,426063,468545,477672,456228,427997,414814,424594,433763,457046,437985,433446,434710,727605,780827,702200,688498,701248,701905,779165,804374,783685
Bangladesh,Fibre Crops Primary,Yield,hg/ha,15300,16437,15478,14207,14429,14015,12752,11560,13465,13249,10967,13189,12393,12197,15115,13237,13078,13854,14045,13871,14272,14777,15705,13352,14575,14625,15562,16468,14630,14728,15905,15698,15799,16147,14925,16220,17205,16415,16765,17600,18049,17617,18642,17694,19818,20471,18432,19458,21381,21312,20974,18626,19842,19638,19995,19192,19242,20100,20461
Bangladesh,Fibre Crops Primary,Production,tonnes,1351090,1226860,1140870,1029980,1374760,1282670,1322450,1082354,1385300,1262478,799333,1226114,1138651,739373,802591,887215,988586,1188897,1095733,906102,852251,894740,955201,937407,1388682,1581650,1233817,883725,836206,857436,968184,959027,810283,971485,740521,885805,1058515,815507,714288,824625,862160,803727,797862,733988,841477,887974,842442,852230,926757,926468,1526085,1454369,1393325,1352092,1402133,1347078,1499282,1616817,1603518
Bangladesh,Fruit Primary,Area harvested,ha,111000,119900,117200,123400,127000,126323,130710,132730,135524,132441,131132,129888,133350,133949,136485,140779,141883,142495,144759,146713,150487,155302,154645,153862,157298,159653,162055,162413,164788,168134,169253,170792,172821,175696,178940,181822,184922,185899,186966,188187,193498,196698,204543,274659,401738,405050,435394,443796,449328,459144,423251,435087,430415,429331,444275,374027,395402,389619,468674
Bangladesh,Fruit Primary,Yield,hg/ha,116064,114034,116935,121014,119091,131266,134868,140764,128294,114487,115257,110859,107093,102863,101895,100369,99075,97093,94579,96784,96258,93464,93241,92988,92046,95336,90875,86351,87415,85915,85313,85591,83964,83939,83123,82109,81008,80742,76859,76520,77153,78954,79989,72351,77141,81647,84874,84771,86146,85329,91110,90213,93261,97179,101669,126466,125843,124670,104480
Bangladesh,Fruit Primary,Production,tonnes,1288305,1367263,1370477,1493314,1512462,1658190,1762864,1868358,1738686,1516278,1511383,1439920,1428088,1377834,1390716,1412982,1405707,1383529,1369120,1419943,1448559,1451522,1441918,1430737,1447872,1522062,1472676,1402452,1440490,1444520,1443954,1461829,1451080,1474775,1487405,1492930,1498010,1500990,1437000,1440000,1492900,1553000,1636120,1987185,3099030,3307100,3695370,3762109,3870763,3917826,3856251,3925058,4014113,4172215,4516921,4730184,4975874,4857392,4896712
Bangladesh,"Meat, Poultry",Yield/Carcass Weight,0.1g/An,8087,8105,8000,7924,7851,7821,7789,7761,7752,7729,7761,7768,7795,7788,7788,7784,7881,7827,7862,7884,7890,7890,7890,7420,7855,7848,7844,7841,7841,7831,7832,7823,7804,7763,7644,7630,7622,7617,7623,7632,7586,7564,7574,7505,7534,7521,7500,7471,7466,7457,7468,7464,7469,7475,7476,7482,7479,7482,7482
Bangladesh,"Meat, Poultry",Production,tonnes,18600,23100,27200,31300,36900,43800,47900,52000,56200,61200,56500,52200,49100,48900,48900,48800,41900,65600,70100,52900,56194,59600,63160,58687,67011,71034,75282,79753,83900,89357,92934,98228,105539,110862,117481,105300,110600,114400,120900,129900,137000,145000,153000,159400,168000,179000,189000,190500,198000,203200,210600,217200,219600,229080,235500,242673,248865,255423,259912
Bangladesh,"Meat, Poultry",Producing Animals/Slaughtered,1000 Head,23000,28500,34000,39500,47000,56000,61500,67000,72500,79186,72800,67200,62992,62792,62792,62692,53165,83817,89158,67095,71221,75534,80046,79093,85312,90512,95974,101715,107000,114103,118656,125563,135244,142800,153700,138000,145100,150200,158600,170200,180600,191700,202000,212400,223000,238000,252000,255000,265200,272500,282000,291000,294000,306480,315000,324343,332740,341405,347366
Bangladesh,"Meat, Total",Production,tonnes,168900,177950,186400,196050,202000,211230,218900,226450,236450,245440,241100,238100,230347,235033,239957,246841,245326,291542,299740,209144,214631,224553,232851,232920,265107,274579,284390,294870,304280,316661,324328,337147,354425,370179,385305,388750,415796,418002,435633,449267,459048,479698,495772,509975,527632,547341,566352,576615,593580,607355,625630,634480,642608,657530,662502,670257,687251,696033,705740
Bangladesh,"Milk, Total",Yield,hg/An,1459,1442,1426,1391,1408,1452,1454,1454,1456,1457,1438,1417,1398,1388,1380,1396,1388,1438,1427,1379,1378,1369,1365,1227,1209,1194,1179,1163,1151,1134,1121,1106,1092,1077,1062,1039,1035,1035,1037,1037,1037,1026,1014,1002,992,982,972,963,954,945,940,940,941,1086,1087,1087,1040,1038,1038
Bangladesh,"Milk, Total",Production,tonnes,915460,932660,952760,983190,1004480,966740,988160,1010840,1035520,1065315,1081080,1099631,1122108,1150737,1179188,1278063,1308617,1438435,1497283,1162335,1187477,1195933,1213935,1250530,1310635,1361997,1415181,1471920,1525250,1593503,1637943,1710498,1803183,1889099,1981045,2087871,2149094,2070919,2106899,2132027,2147155,2251779,2363559,2480329,2609129,2745037,2888933,3050855,3214766,3387377,3487351,3507523,3519711,3551703,3564133,3556640,3571257,3596219,3649829
Bangladesh,Oilcrops,Area harvested,ha,353693,360968,357271,321708,308735,337161,352861,359293,366272,341015,342448,315535,320469,322503,356647,353906,366429,411347,580745,575994,620612,613987,604167,606907,621614,597111,572728,563217,587519,588925,585359,587687,578253,591885,593387,590966,588213,576093,526048,447229,434387,421027,414967,408791,391726,387958,385897,402091,410080,420623,430834,450797,466826,489351,511788,513859,557525,530523,469314
Bangladesh,Oilcrops,Yield,hg/ha,5895,6001,6063,6481,7641,7717,8240,8426,8565,7949,8025,7729,7409,7372,7426,7228,7419,7688,6987,7528,7045,7470,7695,7837,8161,7987,7986,8545,8061,8235,8212,8736,9698,8580,8769,8651,8834,9056,9405,9757,9790,10124,9971,11370,19353,18091,18814,18369,17341,19727,17824,18608,18394,18616,19376,19354,19619,21793,22063
Bangladesh,Oilcrops,Production,tonnes,208485,216614,216614,208486,235919,260196,290744,302754,313719,271080,274814,243863,237437,237743,264836,255804,271846,316251,405792,433633,437242,458633,464933,475620,507288,476887,457370,481274,473616,484964,480680,513413,560799,507835,520365,511257,519620,521695,494740,436340,425270,426243,413769,464800,758120,701850,726019,738619,711135,829769,767934,838839,858657,910976,991655,994506,1093810,1156149,1035436
Bangladesh,"Oilcrops, Cake Equivalent",Area harvested,ha,353288,360563,356866,321303,308330,336756,352456,358868,365846,340576,342059,315185,320123,322227,356365,353562,366057,410975,580395,575504,620175,613507,603706,606432,621139,596611,572243,562663,587044,588519,585080,587379,577992,591590,593092,590671,587810,575620,525644,446825,433982,420622,414562,408386,391326,387488,385427,401756,409780,420309,430451,450419,466447,488969,511412,513489,557157,530157,468950
Bangladesh,"Oilcrops, Cake Equivalent",Yield,hg/ha,2591,2645,2697,2653,2901,2913,3157,3444,3512,3508,3599,3354,3228,3155,3285,3166,3242,3503,3371,3626,3292,3526,3663,3739,3959,3830,3758,3917,3680,3792,3880,4088,4402,3950,4037,4016,4120,4240,4354,4367,4340,4487,4345,4557,5874,6129,6190,6434,6035,6552,6481,6516,6600,7282,7453,7514,7384,7838,8073
Bangladesh,"Oilcrops, Cake Equivalent",Production,tonnes,91554,95374,96248,85244,89451,98098,111285,123599,128494,119476,123097,105714,103321,101660,117069,111942,118679,143953,195630,208684,204190,216339,221151,226754,245926,228492,215077,220403,216021,223172,227025,240121,254405,233668,239430,237190,242153,244053,228869,195139,188349,188727,180108,186086,229871,237481,238564,258480,247320,275379,278989,293509,307836,356083,381157,385835,411423,415525,378595
Bangladesh,"Oilcrops, Oil Equivalent",Area harvested,ha,353693,360968,357271,321708,308735,337161,352861,359293,366272,341015,342448,315535,320469,322503,356647,353906,366429,411347,580745,575994,620612,613987,604167,606907,621614,597111,572728,563217,587519,588925,585359,587687,578253,591885,593387,590966,588213,576093,526048,447229,434387,421027,414967,408791,391726,387958,385897,402091,410080,420623,430834,450797,466826,489351,511788,513859,557525,530523,469314
Bangladesh,"Oilcrops, Oil Equivalent",Yield,hg/ha,1813,1847,1871,1885,2119,2150,2332,2506,2543,2497,2538,2388,2290,2254,2318,2233,2288,2476,2318,2485,2227,2380,2476,2527,2682,2608,2549,2636,2469,2520,2561,2709,2886,2650,2703,2682,2743,2825,2858,2922,2891,3007,2919,3170,4240,4022,4176,4300,4002,4419,4276,4339,4405,4443,4759,4782,4610,4950,5052
Bangladesh,"Oilcrops, Oil Equivalent",Production,tonnes,64107,66688,66860,60632,65408,72484,82274,90036,93144,85158,86897,75357,73399,72693,82660,79020,83843,101860,134637,143136,138236,146107,149571,153373,166697,155701,146004,148483,145044,148388,149909,159200,166858,156834,160381,158508,161370,162770,150351,130662,125564,126590,121134,129594,166110,156025,161145,172881,164103,185889,184215,195586,205630,217420,243562,245714,257022,262623,237086
Bangladesh,Poultry Birds,Stocks,1000 Head,23000,29000,34500,40000,47500,56500,62000,67500,73000,79509,73200,68000,63792,63592,63492,63392,53865,84806,89946,67656,71715,76018,80579,79093,85312,90512,95974,101715,107000,114103,118656,125563,135244,142800,151000,132200,139900,148000,156600,165700,176510,186910,197980,209030,220730,232890,245980,252310,262628,270712,278806,288566,296263,304172,312292,320633,329199,337998,344022
Bangladesh,"Pulses, Total",Area harvested,ha,364991,378322,367799,380631,381036,410257,409200,386676,439762,450636,473715,566585,637880,722947,785000,903000,993000,942000,877600,908300,885300,819600,805500,791800,777500,737840,721825,736951,737001,734251,725368,718854,713115,709760,741360,698450,690136,648926,547860,495822,470729,474498,451842,399020,381285,339121,311553,224085,235243,243762,262432,281165,281798,336071,358074,373928,372825,354563,354152
Bangladesh,"Pulses, Total",Yield,hg/ha,6948,6810,6784,7193,7159,7118,6937,7521,7716,7798,7716,7231,6978,7016,7065,6897,6528,6699,6683,6301,6246,6528,6612,6912,7019,7075,7199,7233,6785,6979,7201,7229,7245,7510,7175,7544,7593,7545,7666,7725,7860,7250,7635,8025,8282,8323,8404,9018,8709,10524,8904,8521,9499,10547,10566,10116,10381,10732,11109
Bangladesh,"Pulses, Total",Production,tonnes,253600,257648,249520,273792,272776,292008,283860,290813,339339,351411,365517,409682,445083,507216,554600,622800,648200,631000,586500,572300,553000,535000,532600,547300,545700,522020,519653,533040,500087,512426,522315,519640,516660,533000,531945,526945,523990,489600,419995,383000,370000,344000,345000,320200,315785,282260,261825,202077,204877,256538,233681,239570,267670,354464,378326,378251,387011,380508,393427
Bangladesh,"Roots and Tubers, Total",Area harvested,ha,92847,94847,98871,99442,101442,104800,129100,142900,154169,158141,159335,143469,143258,140636,160421,167479,147967,161870,169577,168837,170035,173890,176155,175460,172765,164250,157920,174433,163515,168627,173868,176532,174901,176010,177200,177585,177174,177989,286115,284093,288259,275656,282091,306566,361401,407292,378609,433578,426697,466071,490570,455013,471042,487600,496273,500374,525475,501394,491409
Bangladesh,"Roots and Tubers, Total",Yield,hg/ha,72529,72358,74108,72817,82936,90439,103292,103870,104141,108558,106348,104546,101221,97195,99678,101125,100759,104817,100501,101186,100173,102748,104718,106048,106618,104400,102422,105095,99882,93542,98893,104769,103919,105959,107415,108493,108014,109602,109921,116546,123951,121166,131799,137902,142966,139362,144505,160415,130608,176725,175794,185893,188221,188874,191607,194524,199413,199269,201278
Bangladesh,"Roots and Tubers, Total",Production,tonnes,673408,686296,732712,724104,841320,947800,1333500,1484300,1605526,1716754,1694496,1499914,1450076,1366912,1599050,1693624,1490901,1696672,1704271,1708390,1703286,1786678,1844653,1860719,1841985,1714770,1617450,1833195,1633218,1577367,1719440,1849510,1817555,1864990,1903400,1926665,1913735,1950800,3145000,3311000,3573000,3340000,3717940,4227615,5166817,5676095,5471090,6955221,5573025,8236633,8623928,8458361,8866000,9209472,9508918,9733471,10478659,9991228,9890963
Bangladesh,Sheep and Goat Meat,Yield/Carcass Weight,hg/An,70,69,70,70,70,70,70,70,70,70,70,70,70,69,70,70,70,70,60,51,51,60,65,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
Bangladesh,Sheep and Goat Meat,Production,tonnes,27500,28750,30150,32750,32900,29530,30150,30750,31750,32440,33900,35600,37200,38600,40200,42478,44128,44942,40650,24425,24953,29792,32806,39820,53042,56886,60956,65360,70060,75170,79837,85588,92646,100000,107000,117550,126000,128600,129600,131600,131600,139800,145800,152000,158400,165550,172000,179200,187100,194996,202855,204116,208525,212940,212450,213169,226286,227491,231564
Bangladesh,Sheep and Goat Meat,Producing Animals/Slaughtered,Head,3950000,4137000,4330000,4712000,4725000,4238000,4325000,4411000,4554000,4652000,4858000,5096000,5338000,5559000,5776000,6094000,6313000,6419000,6804000,4751000,4860000,4972000,5086000,5688578,7577000,8124000,8710000,9338000,10012000,10734000,11402000,12225000,13231000,14280000,15280000,16865000,17970000,18370000,18575000,18779000,18783000,20000000,20800000,21729000,22629000,23650000,24570000,25600000,26726000,27857000,28980000,29160000,29790000,30420000,30350000,30448780,32319198,32488513,33068967
Bangladesh,Sheep and Goats,Stocks,Head,8200000,8600000,9010000,9870000,9750000,8750000,8900000,9100000,9300000,9547000,10000000,10550000,11138000,11600000,12066000,12736000,13211000,13340000,14140000,9796000,10020000,10251000,10486000,14225000,15509000,16617000,17804000,19077000,20441000,21904008,23254000,24919008,26956008,29080000,31400000,34436000,35636000,34610000,34921000,35232000,35543000,38094000,39760000,41430000,43200000,45080000,46960000,48944000,51030000,53220000,55260000,56890000,57500000,57900000,58090000,58255460,61722799,62343119,63439519
Bangladesh,Sugar Crops Primary,Area harvested,ha,122108,126860,138391,150023,154570,164700,176700,180500,179334,178877,176200,153065,141006,160260,166137,145744,157439,166815,167865,164470,161882,174358,179212,180079,177085,173146,177595,185503,184262,199036,203946,200386,198063,194550,194669,189015,190520,190092,189781,186155,185011,178953,182764,180706,175342,172630,171503,147203,143306,129500,130141,122521,121364,121869,118103,110137,103186,101838,90081
Bangladesh,Sugar Crops Primary,Yield,hg/ha,356920,381420,374662,387861,434800,491269,489530,454892,443410,461638,477694,415074,421600,436067,435571,443620,442848,434975,441229,434740,436108,435646,433933,421740,410400,404373,407854,404621,379038,387401,390848,386035,394051,381174,398453,395741,411324,405157,383754,386882,380626,378870,390470,376337,385839,341709,356132,359077,386949,371103,383698,400585,389489,395589,400922,406738,399429,384022,372650
Bangladesh,Sugar Crops Primary,Production,tonnes,4358280,4838688,5184984,5818808,6720696,8091200,8650000,8210800,7951855,8257636,8416971,6353331,5944811,6988402,7236440,6465500,6972157,7256033,7406694,7150170,7059802,7595831,7776600,7594644,7267576,7001551,7243275,7505840,6984230,7710670,7971190,7735595,7804695,7415740,7756650,7480090,7836540,7701710,7282925,7202000,7042000,6780000,7136395,6800640,6765380,5898930,6107765,5285722,5545215,4805788,4993483,4908003,4727000,4821000,4735008,4479686,4121552,3910803,3356864
Bangladesh,"Treenuts, Total",Area harvested,ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,"Treenuts, Total",Production,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Vegetables Primary,Area harvested,ha,157150,150350,163000,164400,164850,166284,175876,177948,168499,171408,170362,149488,149805,152851,159984,163146,159159,163677,165450,169193,168946,178733,184474,186728,187109,189620,192103,198920,207869,200778,218949,220461,225215,228303,231459,237811,240270,245368,304774,290568,291025,296128,300842,333438,381764,413487,443599,464492,453539,475186,492688,499963,506727,534551,566771,572895,616549,616749,651132
Bangladesh,Vegetables Primary,Yield,hg/ha,51320,51826,49564,50985,54941,61721,63167,65212,67001,67285,66719,62980,59088,58236,61905,58291,56343,58026,58052,57107,55870,56782,57432,57990,57385,56759,56172,57084,55281,61467,58043,58217,58581,59088,60058,59745,60863,60139,55385,59298,58758,58870,57959,60240,64733,67903,69684,70355,71009,73079,76372,78184,78438,82181,89243,90840,94460,93382,96768
Bangladesh,Vegetables Primary,Production,tonnes,806500,779200,807900,838200,905700,1026315,1110950,1160427,1128965,1153326,1136646,941470,885163,890143,990379,950995,896754,949758,960466,966205,943900,1014888,1059473,1082830,1073727,1076255,1079075,1135520,1149120,1234114,1270840,1283450,1319325,1348990,1390105,1420800,1462365,1475610,1688000,1723000,1710000,1743300,1743645,2008640,2471290,2807690,3091180,3267946,3220524,3472597,3762736,3908899,3974685,4393000,5058058,5204172,5823913,5759325,6300864
