Area,Year,Item,Area Harvested,Production,Yield
Bangladesh,1998,Sorghum,810,640,7901
Bangladesh,1998,Spices nes,23100,47000,20346
Bangladesh,1998,Spinach,5176,24760,47836
Bangladesh,1998,Sugar cane,175152,7378710,421275
Bangladesh,1998,Sugar crops nes,14940,323000,216198
Bangladesh,1998,Sweet potatoes,41712,397620,95325
Bangladesh,1998,"Tangerines, mandarins, clementines, satsumas",2428,8000,32949
Bangladesh,1998,Tea,48598,50575,10407
Bangladesh,1998,Tobacco,32823,36655,11167
Bangladesh,1998,Tomatoes,13066,93940,71897
Bangladesh,1998,"Vegetables, fresh nes",108457,682000,62882
Bangladesh,1998,Wheat,804523,22408,1802815
Bangladesh,1998,Roots and Tubers,177989,1950800,109602
Bangladesh,1998,Vegetables Primary,245368,1475610,60139
Bangladesh,1999,Areca nuts,77000,44000,5714
Bangladesh,1999,Bananas,39254,562000,143170
Bangladesh,1999,Barley,8498,5000,5884
Bangladesh,1999,"Bastfibres, others",2000,2788,13940
Bangladesh,1999,"Beans, dry",83771,57000,6804
Bangladesh,1999,"Beans, green",10521,49000,46574
Bangladesh,1999,Berries nes,1618,7000,43263
Bangladesh,1999,Cabbages and other brassicas,11331,115000,101491
Bangladesh,1999,Castor oil seed,404,250,6188
Bangladesh,1999,Cauliflowers and broccoli,10521,80000,76038
Bangladesh,1999,Chick peas,18219,15000,8233
Bangladesh,1999,"Chillies and peppers, dry",174826,142000,8122
Bangladesh,1999,Coconuts,31161,89000,28561
Bangladesh,1999,Cucumbers and gherkins,4500,19000,42222
Bangladesh,1999,Fibre crops nes,2100,500,2381
Bangladesh,1999,"Fruit, fresh nes",25500,94000,36863
Bangladesh,1999,"Fruit, tropical fresh nes",26709,267000,99966
Bangladesh,1999,Garlic,12950,38000,29344
Bangladesh,1999,Ginger,6879,38000,55241
Bangladesh,1999,Grapefruit (inc. pomelos),4451,15000,33700
Bangladesh,1999,"Groundnuts, with shell",34008,42000,12350
Bangladesh,1999,Jute,407928,711000,17430
Bangladesh,1999,Lemons and limes,4451,13000,29207
Bangladesh,1999,Lentils,205485,165315,8045
Bangladesh,1999,Lettuce and chicory,10926,52000,47593
Bangladesh,1999,Linseed,64345,46000,7149
Bangladesh,1999,Maize,3240,4000,12346
Bangladesh,1999,"Mangoes, mangosteens, guavas",50586,187000,36967
Bangladesh,1999,"Melons, other (inc.cantaloupes)",11736,97000,82652
Bangladesh,1999,Millet,73247,55000,7509
Bangladesh,1999,Oilseeds nes,809,490,6057
Bangladesh,1999,"Onions, dry",33184,131000,39477
Bangladesh,1999,Oranges,405,1000,24691
Bangladesh,1999,"Peas, dry",23877,13300,5570
Bangladesh,1999,Pigeon peas,5260,3000,5703
Bangladesh,1999,Pineapples,13759,146000,106112
Bangladesh,1999,Potatoes,244837,2762000,112810
Bangladesh,1999,Pulses nes,211248,166380,7876
Bangladesh,1999,"Rice, paddy",10712955,34430000,32139
Bangladesh,1999,Sesame seed,37300,22000,5898
Bangladesh,1999,Sorghum,810,1000,12346
Bangladesh,1999,Spices nes,23067,46000,19942
Bangladesh,1999,Spinach,5260,25000,47529
Bangladesh,1999,Sugar cane,174000,6950925,399478
Bangladesh,1999,Sugar crops nes,15781,332000,210380
Bangladesh,1999,Sweet potatoes,41278,383000,92786
Bangladesh,1999,"Tangerines, mandarins, clementines, satsumas",2832,8000,28249
Bangladesh,1999,Tea,48562,56000,11532
Bangladesh,1999,Tobacco,31565,29000,9187
Bangladesh,1999,Tomatoes,14164,98000,69189
Bangladesh,1999,"Vegetables, fresh nes",166327,894000,53750
Bangladesh,1999,Wheat,882224,21627,1908000
Bangladesh,1999,Roots and Tubers,286115,3145000,109921
Bangladesh,1999,Vegetables Primary,304774,1688000,55385
Bangladesh,2000,Areca nuts,77000,45000,5844
Bangladesh,2000,Bananas,40469,572000,141343
Bangladesh,2000,Barley,6880,5000,7267
Bangladesh,2000,"Bastfibres, others",2028,3115,15360
Bangladesh,2000,"Beans, dry",79724,54000,6773
Bangladesh,2000,"Beans, green",10927,49000,44843
Bangladesh,2000,Berries nes,1618,7000,43263
Bangladesh,2000,Cabbages and other brassicas,11331,112000,98844
Bangladesh,2000,Castor oil seed,404,280,6931
Bangladesh,2000,Cauliflowers and broccoli,10521,80000,76038
Bangladesh,2000,Chick peas,18219,14000,7684
Bangladesh,2000,"Chillies and peppers, dry",175231,143000,8161
Bangladesh,2000,Coconuts,30769,89000,28925
Bangladesh,2000,Cucumbers and gherkins,4452,20000,44924
Bangladesh,2000,Fibre crops nes,1994,510,2558
Bangladesh,2000,"Fruit, fresh nes",25900,98000,37838
Bangladesh,2000,"Fruit, tropical fresh nes",26709,267000,99966
Bangladesh,2000,Garlic,13355,40000,29951
Bangladesh,2000,Ginger,6879,38000,55241
Bangladesh,2000,Grapefruit (inc. pomelos),4856,16000,32949
Bangladesh,2000,"Groundnuts, with shell",29150,32000,10978
Bangladesh,2000,Jute,448335,821000,18312
Bangladesh,2000,Lemons and limes,4856,15000,30890
Bangladesh,2000,Lentils,166802,128000,7674
Bangladesh,2000,Lettuce and chicory,11331,53000,46774
Bangladesh,2000,Linseed,4500,3000,6667
Bangladesh,2000,Maize,4855,10000,20597
Bangladesh,2000,"Mangoes, mangosteens, guavas",50586,187000,36967
Bangladesh,2000,"Melons, other (inc.cantaloupes)",9713,79000,81334
Bangladesh,2000,Millet,26041,19500,7488
Bangladesh,2000,Oilseeds nes,809,560,6922
Bangladesh,2000,"Onions, dry",33994,134000,39419
Bangladesh,2000,Oranges,405,1000,24691
Bangladesh,2000,"Peas, dry",23877,18000,7539
Bangladesh,2000,Pigeon peas,5260,3000,5703
Bangladesh,2000,Pineapples,14170,148000,104446
Bangladesh,2000,Potatoes,243219,2933000,120591
Bangladesh,2000,Pulses nes,201940,166000,8220
Bangladesh,2000,"Rice, paddy",10801214,37627500,34836
Bangladesh,2000,Sesame seed,36800,22000,5978
Bangladesh,2000,Sorghum,810,1000,12346
Bangladesh,2000,Spices nes,22663,46000,20297
Bangladesh,2000,Spinach,5666,26000,45888
Bangladesh,2000,Sugar cane,170374,6910000,405578
Bangladesh,2000,Sugar crops nes,15781,292000,185033
Bangladesh,2000,Sweet potatoes,40874,378000,92479
Bangladesh,2000,"Tangerines, mandarins, clementines, satsumas",2832,9000,31780
Bangladesh,2000,Tea,48600,46000,9465
Bangladesh,2000,Tobacco,31161,35000,11232
Bangladesh,2000,Tomatoes,14569,100000,68639
Bangladesh,2000,"Vegetables, fresh nes",148117,911000,61505
Bangladesh,2000,Wheat,832447,22104,1840000
Bangladesh,2000,Roots and Tubers,284093,3311000,116546
Bangladesh,2000,Vegetables Primary,290568,1723000,59298
Bangladesh,2001,Areca nuts,77800,47000,6041
Bangladesh,2001,Bananas,42914,606000,141213
Bangladesh,2001,Barley,5668,4000,7057
Bangladesh,2001,"Bastfibres, others",1995,2917,14622
Bangladesh,2001,"Beans, dry",71630,53000,7399
Bangladesh,2001,"Beans, green",10931,50000,45741
Bangladesh,2001,Berries nes,1620,6000,37037
Bangladesh,2001,Cabbages and other brassicas,11745,115000,97914
Bangladesh,2001,Castor oil seed,405,270,6667
Bangladesh,2001,Cauliflowers and broccoli,10935,79000,72245
Bangladesh,2001,Chick peas,17004,14000,8233
Bangladesh,2001,"Chillies and peppers, dry",174826,141000,8065
Bangladesh,2001,Coconuts,30756,89000,28937
Bangladesh,2001,Cucumbers and gherkins,4860,21000,43210
Bangladesh,2001,Fibre crops nes,2000,503,2515
Bangladesh,2001,"Fruit, fresh nes",25900,99900,38571
Bangladesh,2001,"Fruit, tropical fresh nes",26710,268000,100337
Bangladesh,2001,Garlic,13365,39000,29181
Bangladesh,2001,Ginger,7290,42000,57613
Bangladesh,2001,Grapefruit (inc. pomelos),5263,17000,32301
Bangladesh,2001,"Groundnuts, with shell",25900,27000,10425
Bangladesh,2001,Jute,456680,858740,18804
Bangladesh,2001,Lemons and limes,4856,15000,30890
Bangladesh,2001,Lentils,164372,126000,7666
Bangladesh,2001,Lettuce and chicory,8498,35000,41186
Bangladesh,2001,Linseed,4500,3000,6667
Bangladesh,2001,Maize,19970,64335,32216
Bangladesh,2001,"Mangoes, mangosteens, guavas",50607,188000,37149
Bangladesh,2001,"Melons, other (inc.cantaloupes)",10530,85000,80722
Bangladesh,2001,Millet,25147,18000,7158
Bangladesh,2001,Oilseeds nes,1215,1000,8230
Bangladesh,2001,"Onions, dry",34000,127000,37353
Bangladesh,2001,Oranges,405,1000,24691
Bangladesh,2001,"Peas, dry",22258,17000,7638
Bangladesh,2001,Pigeon peas,4047,2000,4942
Bangladesh,2001,Pineapples,14170,152000,107269
Bangladesh,2001,Potatoes,248988,3216000,129163
Bangladesh,2001,Pulses nes,191418,158000,8254
Bangladesh,2001,"Rice, paddy",10661000,36269000,34020
Bangladesh,2001,Sesame seed,36800,22000,5978
Bangladesh,2001,Sorghum,810,1000,12346
Bangladesh,2001,Spices nes,23085,48000,20793
Bangladesh,2001,Spinach,5666,27000,47653
Bangladesh,2001,Sugar cane,168826,6742000,399346
Bangladesh,2001,Sugar crops nes,16185,300000,185357
Bangladesh,2001,Sweet potatoes,39271,357000,90907
Bangladesh,2001,"Tangerines, mandarins, clementines, satsumas",3641,11000,30211
Bangladesh,2001,Tea,48600,52000,10700
Bangladesh,2001,Tobacco,29959,37000,12350
Bangladesh,2001,Tomatoes,14985,100000,66733
Bangladesh,2001,"Vegetables, fresh nes",148521,911000,61338
Bangladesh,2001,Wheat,773000,21643,1673000
Bangladesh,2001,Roots and Tubers,288259,3573000,123951
Bangladesh,2001,Vegetables Primary,291025,1710000,58758
Bangladesh,2002,Areca nuts,77296,51000,6598
Bangladesh,2002,Bananas,44921,654000,145589
Bangladesh,2002,Barley,4048,3000,7411
Bangladesh,2002,"Bastfibres, others",2186,3231,14780
Bangladesh,2002,"Beans, dry",69607,49000,7040
Bangladesh,2002,"Beans, green",11331,51000,45009
Bangladesh,2002,Berries nes,1620,5000,30864
Bangladesh,2002,Cabbages and other brassicas,11741,119000,101354
Bangladesh,2002,Castor oil seed,405,270,6667
Bangladesh,2002,Cauliflowers and broccoli,10931,82000,75016
Bangladesh,2002,Chick peas,15378,11000,7153
Bangladesh,2002,"Chillies and peppers, dry",169970,136000,8001
Bangladesh,2002,Coconuts,30756,87000,28287
Bangladesh,2002,Cucumbers and gherkins,4860,22000,45267
Bangladesh,2002,Fibre crops nes,2003,496,2476
Bangladesh,2002,"Fruit, fresh nes",26305,101000,38396
Bangladesh,2002,"Fruit, tropical fresh nes",27114,275000,101424
Bangladesh,2002,Garlic,14026,39300,28019
Bangladesh,2002,Ginger,7689,43000,55924
Bangladesh,2002,Grapefruit (inc. pomelos),5263,17000,32301
Bangladesh,2002,"Groundnuts, with shell",26710,34000,12729
Bangladesh,2002,Jute,436661,800000,18321
Bangladesh,2002,Lemons and limes,5261,15000,28512
Bangladesh,2002,Lentils,157085,115000,7321
Bangladesh,2002,Lettuce and chicory,7284,30000,41186
Bangladesh,2002,Linseed,4450,3000,6742
Bangladesh,2002,Maize,29060,117255,40349
Bangladesh,2002,"Mangoes, mangosteens, guavas",50600,187000,36957
Bangladesh,2002,"Melons, other (inc.cantaloupes)",10522,86000,81734
Bangladesh,2002,Millet,41176,21200,5149
Bangladesh,2002,Oilseeds nes,1215,1000,8230
Bangladesh,2002,"Onions, dry",36842,150000,40714
Bangladesh,2002,Oranges,405,1000,24691
Bangladesh,2002,"Peas, dry",21449,16000,7460
Bangladesh,2002,Pigeon peas,4047,2000,4942
Bangladesh,2002,Pineapples,14164,153000,108020
Bangladesh,2002,Potatoes,237600,2994000,126010
Bangladesh,2002,Pulses nes,206932,151000,7297
Bangladesh,2002,"Rice, paddy",10771000,37593000,34902
Bangladesh,2002,Sesame seed,39000,25000,6410
Bangladesh,2002,Sorghum,809,1000,12361
Bangladesh,2002,Spices nes,24686,48000,19444
Bangladesh,2002,Spinach,5666,27000,47653
Bangladesh,2002,Sugar cane,162753,6502000,399501
Bangladesh,2002,Sugar crops nes,16200,278000,171605
Bangladesh,2002,Sweet potatoes,38056,346000,90919
Bangladesh,2002,"Tangerines, mandarins, clementines, satsumas",3641,11000,30211
Bangladesh,2002,Tea,50990,58000,11375
Bangladesh,2002,Tobacco,30352,38000,12520
Bangladesh,2002,Tomatoes,15384,103000,66953
Bangladesh,2002,"Vegetables, fresh nes",149735,920000,61442
Bangladesh,2002,Wheat,742000,21644,1606000
Bangladesh,2002,Roots and Tubers,275656,3340000,121166
Bangladesh,2002,Vegetables Primary,296128,1743300,58870
Bangladesh,2003,Areca nuts,77296,55000,7116
Bangladesh,2003,Bananas,45350,649730,143270
Bangladesh,2003,Barley,2383,1695,7113
Bangladesh,2003,"Bastfibres, others",2279,3373,14800
Bangladesh,2003,"Beans, dry",68600,48000,6997
Bangladesh,2003,"Beans, green",11331,50000,44127
Bangladesh,2003,Berries nes,1620,5000,30864
Bangladesh,2003,Cabbages and other brassicas,11945,117885,98690
Bangladesh,2003,Castor oil seed,405,290,7160
Bangladesh,2003,Cauliflowers and broccoli,11243,84320,74998
Bangladesh,2003,Chick peas,14974,11000,7346
Bangladesh,2003,"Chillies and peppers, dry",169937,137325,8081
Bangladesh,2003,Coconuts,31053,87905,28308
Bangladesh,2003,Cucumbers and gherkins,5638,23000,40795
Bangladesh,2003,Fibre crops nes,2003,489,2441
Bangladesh,2003,"Fruit, fresh nes",32375,128000,39537
Bangladesh,2003,"Fruit, tropical fresh nes",27100,276000,101845
Bangladesh,2003,Garlic,14409,34040,23624
Bangladesh,2003,Ginger,7573,42825,56550
Bangladesh,2003,Grapefruit (inc. pomelos),5666,18000,31768
Bangladesh,2003,"Groundnuts, with shell",25900,34240,13220
Bangladesh,2003,Jute,407920,794000,19465
Bangladesh,2003,Lemons and limes,5927,16680,28142
Bangladesh,2003,Lentils,154187,116000,7523
Bangladesh,2003,Lettuce and chicory,7689,31000,40317
Bangladesh,2003,Linseed,4450,2000,4494
Bangladesh,2003,Maize,29071,117255,40334
Bangladesh,2003,"Mangoes, mangosteens, guavas",50600,243000,48024
Bangladesh,2003,"Melons, other (inc.cantaloupes)",10522,85000,80783
Bangladesh,2003,Millet,37129,27200,7326
Bangladesh,2003,Oilseeds nes,809,1000,12361
Bangladesh,2003,"Onions, dry",37654,153455,40754
Bangladesh,2003,Oranges,395,975,24684
Bangladesh,2003,"Peas, dry",19830,15000,7564
Bangladesh,2003,Pigeon peas,4047,2000,4942
Bangladesh,2003,Pineapples,14243,154230,108285
Bangladesh,2003,Potatoes,245318,3385910,138021
Bangladesh,2003,Pulses nes,190204,153000,8044
Bangladesh,2003,"Rice, paddy",10725040,38361420,35768
Bangladesh,2003,Sesame seed,39000,25500,6538
Bangladesh,2003,Sorghum,809,1000,12361
Bangladesh,2003,Spices nes,24686,48000,19444
Bangladesh,2003,Spinach,5666,28000,49418
Bangladesh,2003,Sugar cane,166172,6838395,411525
Bangladesh,2003,Sugar crops nes,16592,298000,179605
Bangladesh,2003,Sweet potatoes,36773,332030,90292
Bangladesh,2003,"Tangerines, mandarins, clementines, satsumas",3642,12000,32949
Bangladesh,2003,Tea,50977,57500,11280
Bangladesh,2003,Tobacco,30756,37000,12030
Bangladesh,2003,Tomatoes,15584,101945,65416
Bangladesh,2003,"Vegetables, fresh nes",150545,907000,60248
Bangladesh,2003,Wheat,706475,21327,1506710
Bangladesh,2003,Roots and Tubers,282091,3717940,131799
Bangladesh,2003,Vegetables Primary,300842,1743645,57959
Bangladesh,2004,Areca nuts,77700,55000,7079
Bangladesh,2004,Bananas,49281,706585,143379
Bangladesh,2004,Barley,1881,1375,7310
Bangladesh,2004,"Bastfibres, others",2408,3506,14560
Bangladesh,2004,"Beans, dry",47348,35000,7392
Bangladesh,2004,"Beans, green",12545,59000,47031
Bangladesh,2004,Berries nes,1214,4000,32949
Bangladesh,2004,Cabbages and other brassicas,12735,128600,100982
Bangladesh,2004,Castor oil seed,405,300,7407
Bangladesh,2004,Cauliflowers and broccoli,12510,101485,81123
Bangladesh,2004,Chick peas,13759,10000,7268
Bangladesh,2004,"Chillies and peppers, dry",162154,138740,8556
Bangladesh,2004,Coconuts,39081,132900,34006
Bangladesh,2004,Cucumbers and gherkins,5561,25000,44956
Bangladesh,2004,Fibre crops nes,2003,482,2406
Bangladesh,2004,"Fruit, fresh nes",94000,353000,37553
Bangladesh,2004,"Fruit, tropical fresh nes",27500,279000,101455
Bangladesh,2004,Garlic,21087,73390,34803
Bangladesh,2004,Ginger,7917,48185,60863
Bangladesh,2004,Grapefruit (inc. pomelos),5670,18000,31746
Bangladesh,2004,"Groundnuts, with shell",26034,34075,13089
Bangladesh,2004,Jute,390526,730000,18693
Bangladesh,2004,Lemons and limes,6389,18210,28502
Bangladesh,2004,Lentils,154590,122200,7905
Bangladesh,2004,Lettuce and chicory,7689,32000,41618
Bangladesh,2004,Linseed,4450,3000,6742
Bangladesh,2004,Maize,50051,241460,48243
Bangladesh,2004,"Mangoes, mangosteens, guavas",51000,243000,47647
Bangladesh,2004,"Melons, other (inc.cantaloupes)",10926,89000,81457
Bangladesh,2004,Millet,35673,26050,7302
Bangladesh,2004,Oilseeds nes,809,1000,12361
Bangladesh,2004,"Onions, dry",51968,272230,52384
Bangladesh,2004,Oranges,504,1000,19841
Bangladesh,2004,"Peas, dry",21043,17000,8079
Bangladesh,2004,Pigeon peas,3237,2000,6179
Bangladesh,2004,Pineapples,16820,212775,126501
Bangladesh,2004,Potatoes,270740,3907120,144313
Bangladesh,2004,Pulses nes,159043,134000,8425
Bangladesh,2004,"Rice, paddy",10248102,36235976,35359
Bangladesh,2004,Sesame seed,38900,37200,9563
Bangladesh,2004,Sorghum,692,805,11633
Bangladesh,2004,Spices nes,26709,77000,28829
Bangladesh,2004,Spinach,6070,29000,47776
Bangladesh,2004,Sugar cane,163709,6483640,396047
Bangladesh,2004,Sugar crops nes,16997,317000,186504
Bangladesh,2004,Sweet potatoes,35826,320495,89459
Bangladesh,2004,"Tangerines, mandarins, clementines, satsumas",3642,12000,32949
Bangladesh,2004,Tea,53215,57580,10820
Bangladesh,2004,Tobacco,30352,39000,12849
Bangladesh,2004,Tomatoes,17925,119935,66909
Bangladesh,2004,"Vegetables, fresh nes",154996,942000,60776
Bangladesh,2004,Wheat,641875,19527,1253380
Bangladesh,2004,Roots and Tubers,306566,4227615,137902
Bangladesh,2004,Vegetables Primary,333438,2008640,60240
Bangladesh,2005,Areca nuts,167640,93820,5597
Bangladesh,2005,Bananas,53862,898710,166854
Bangladesh,2005,Barley,1275,1170,9176
Bangladesh,2005,"Bastfibres, others",3000,5000,16667
Bangladesh,2005,"Beans, dry",45729,34000,7435
Bangladesh,2005,"Beans, green",12950,60540,46749
Bangladesh,2005,Berries nes,1214,4000,32949
Bangladesh,2005,Cabbages and other brassicas,13581,142405,104856
Bangladesh,2005,Castor oil seed,400,300,7500
Bangladesh,2005,Cauliflowers and broccoli,13156,108990,82844
Bangladesh,2005,Chick peas,13089,9630,7357
Bangladesh,2005,"Chillies and peppers, dry",154812,185635,11991
Bangladesh,2005,Coconuts,40000,394455,98614
Bangladesh,2005,Cucumbers and gherkins,5670,24350,42945
Bangladesh,2005,Fibre crops nes,1948,477,2449
Bangladesh,2005,"Fruit, fresh nes",97000,492000,50722
Bangladesh,2005,"Fruit, tropical fresh nes",40000,400000,100000
Bangladesh,2005,Garlic,25593,90170,35232
Bangladesh,2005,Ginger,7715,49405,64038
Bangladesh,2005,Grapefruit (inc. pomelos),12000,66000,55000
Bangladesh,2005,"Groundnuts, with shell",28852,38880,13476
Bangladesh,2005,Jute,402000,836000,20796
Bangladesh,2005,Lemons and limes,11000,34000,30909
Bangladesh,2005,Lentils,153831,121065,7870
Bangladesh,2005,Lettuce and chicory,7491,30670,40942
Bangladesh,2005,Linseed,4769,2970,6228
Bangladesh,2005,Maize,66830,356280,53311
Bangladesh,2005,"Mangoes, mangosteens, guavas",124000,622000,50161
Bangladesh,2005,"Melons, other (inc.cantaloupes)",7612,96485,126754
Bangladesh,2005,Millet,25333,17150,6770
Bangladesh,2005,Oilseeds nes,2004,1860,9281
Bangladesh,2005,"Onions, dry",86429,589410,68196
Bangladesh,2005,Oranges,512,970,18945
Bangladesh,2005,"Peas, dry",18211,14000,7688
Bangladesh,2005,Pigeon peas,2110,1005,4763
Bangladesh,2005,Pineapples,18496,234865,126982
Bangladesh,2005,Potatoes,326291,4855377,148805
Bangladesh,2005,Pulses nes,148315,136085,9175
Bangladesh,2005,"Rice, paddy",10524067,39795616,37814
Bangladesh,2005,Sesame seed,30700,39200,12769
Bangladesh,2005,Sorghum,420,555,13214
Bangladesh,2005,Spices nes,27923,86000,30799
Bangladesh,2005,Spinach,6530,31730,48591
Bangladesh,2005,Sugar cane,157131,6423380,408791
Bangladesh,2005,Sugar crops nes,18211,342000,187799
Bangladesh,2005,Sweet potatoes,35110,311440,88704
Bangladesh,2005,"Tangerines, mandarins, clementines, satsumas",3642,10000,27457
Bangladesh,2005,Tea,53239,57580,10815
Bangladesh,2005,Tobacco,29947,38000,12689
Bangladesh,2005,Tomatoes,17725,122440,69078
Bangladesh,2005,"Vegetables, fresh nes",161066,1031000,64011
Bangladesh,2005,Wheat,558413,17478,975985
Bangladesh,2005,Roots and Tubers,361401,5166817,142966
Bangladesh,2005,Vegetables Primary,381764,2471290,64733
Bangladesh,2006,Areca nuts,168680,97415,5775
Bangladesh,2006,Bananas,55847,909060,162777
Bangladesh,2006,Barley,969,760,7843
Bangladesh,2006,"Bastfibres, others",2625,3503,13345
Bangladesh,2006,"Beans, dry",47669,36865,7734
Bangladesh,2006,"Beans, green",14320,73435,51281
Bangladesh,2006,Berries nes,3400,18415,54162
Bangladesh,2006,Cabbages and other brassicas,14973,176000,117545
Bangladesh,2006,Castor oil seed,470,335,7128
Bangladesh,2006,Cauliflowers and broccoli,14377,133050,92544
Bangladesh,2006,Chick peas,12727,9760,7669
Bangladesh,2006,"Chillies and peppers, dry",142466,155430,10910
Bangladesh,2006,Coconuts,39000,325815,83542
Bangladesh,2006,Cucumbers and gherkins,6410,28340,44212
Bangladesh,2006,Fibre crops nes,1938,471,2430
Bangladesh,2006,"Fruit, fresh nes",49730,339340,68236
Bangladesh,2006,"Fruit, tropical fresh nes",99700,824210,82669
Bangladesh,2006,Garlic,26709,102485,38371
Bangladesh,2006,Ginger,8093,57000,70431
Bangladesh,2006,Grapefruit (inc. pomelos),8100,54195,66907
Bangladesh,2006,"Groundnuts, with shell",29394,37980,12921
Bangladesh,2006,Jute,419000,884000,21098
Bangladesh,2006,Lemons and limes,15000,45830,30553
Bangladesh,2006,Lentils,134635,115370,8569
Bangladesh,2006,Lettuce and chicory,7835,31290,39936
Bangladesh,2006,Linseed,13585,8485,6246
Bangladesh,2006,Maize,98404,521525,52998
Bangladesh,2006,"Mangoes, mangosteens, guavas",128000,639910,49993
Bangladesh,2006,"Melons, other (inc.cantaloupes)",8755,97160,110977
Bangladesh,2006,Millet,20477,14150,6910
Bangladesh,2006,Oilseeds nes,1852,1430,7721
Bangladesh,2006,"Onions, dry",115741,768655,66412
Bangladesh,2006,Oranges,238,840,35294
Bangladesh,2006,"Peas, dry",14973,12000,8014
Bangladesh,2006,Pigeon peas,1748,1015,5807
Bangladesh,2006,Pineapples,17100,253825,148436
Bangladesh,2006,Potatoes,373200,5368400,143848
Bangladesh,2006,Pulses nes,127369,107250,8420
Bangladesh,2006,"Rice, paddy",10579000,40773000,38541
Bangladesh,2006,Sesame seed,36043,29180,8096
Bangladesh,2006,Sorghum,184,250,13587
Bangladesh,2006,Spices nes,28328,98885,34907
Bangladesh,2006,Spinach,7130,36505,51199
Bangladesh,2006,Sugar cane,152396,5510930,361619
Bangladesh,2006,Sugar crops nes,20234,388000,191756
Bangladesh,2006,Sweet potatoes,34092,307695,90254
Bangladesh,2006,"Tangerines, mandarins, clementines, satsumas",5180,19070,36815
Bangladesh,2006,Tea,52609,58000,11025
Bangladesh,2006,Tobacco,31721,42710,13464
Bangladesh,2006,Tomatoes,18769,131280,69945
Bangladesh,2006,"Vegetables, fresh nes",154183,1056000,68490
Bangladesh,2006,Wheat,479000,15344,735000
Bangladesh,2006,Roots and Tubers,407292,5676095,139362
Bangladesh,2006,Vegetables Primary,413487,2807690,67903
Bangladesh,2007,Areca nuts,165270,101240,6126
Bangladesh,2007,Bananas,58792,1004520,170860
Bangladesh,2007,Barley,929,755,8127
Bangladesh,2007,"Bastfibres, others",2629,3295,12533
Bangladesh,2007,"Beans, dry",48009,41185,8579
Bangladesh,2007,"Beans, green",15449,82980,53712
Bangladesh,2007,Berries nes,3027,23505,77651
Bangladesh,2007,Cabbages and other brassicas,15281,182685,119550
Bangladesh,2007,Castor oil seed,470,335,7128
Bangladesh,2007,Cauliflowers and broccoli,14820,143200,96626
Bangladesh,2007,Chick peas,12586,9810,7794
Bangladesh,2007,"Chillies and peppers, dry",141490,153955,10881
Bangladesh,2007,Coconuts,41000,351810,85807
Bangladesh,2007,Cucumbers and gherkins,6778,32480,47920
Bangladesh,2007,Fibre crops nes,1925,465,2416
Bangladesh,2007,"Fruit, fresh nes",83430,409213,49049
Bangladesh,2007,"Fruit, tropical fresh nes",99640,925965,92931
Bangladesh,2007,Garlic,38807,176710,45536
Bangladesh,2007,Ginger,8338,63325,75947
Bangladesh,2007,Grapefruit (inc. pomelos),6111,54190,88676
Bangladesh,2007,"Groundnuts, with shell",33666,45910,13637
Bangladesh,2007,Jute,440492,838682,19040
Bangladesh,2007,Lemons and limes,12000,37770,31475
Bangladesh,2007,Lentils,137553,116810,8492
Bangladesh,2007,Lettuce and chicory,7824,33095,42299
Bangladesh,2007,Linseed,14075,8180,5812
Bangladesh,2007,Maize,150832,902150,59812
Bangladesh,2007,"Mangoes, mangosteens, guavas",129080,781960,60579
Bangladesh,2007,"Melons, other (inc.cantaloupes)",9413,105830,112430
Bangladesh,2007,Millet,26142,20150,7708
Bangladesh,2007,Oilseeds nes,1396,994,7120
Bangladesh,2007,"Onions, dry",128723,894255,69471
Bangladesh,2007,Oranges,167,867,51916
Bangladesh,2007,"Peas, dry",12500,9840,7872
Bangladesh,2007,Pigeon peas,1503,1445,9614
Bangladesh,2007,Pineapples,16970,238360,140460
Bangladesh,2007,Potatoes,345000,5167000,149768
Bangladesh,2007,Pulses nes,99402,82735,8323
Bangladesh,2007,"Rice, paddy",10575000,43181000,40833
Bangladesh,2007,Sesame seed,33525,27038,8065
Bangladesh,2007,Sorghum,182,245,13462
Bangladesh,2007,Spices nes,30881,116725,37798
Bangladesh,2007,Spinach,7436,38205,51378
Bangladesh,2007,Sugar cane,150059,5769945,384512
Bangladesh,2007,Sugar crops nes,21444,337820,157536
Bangladesh,2007,Sweet potatoes,33609,304090,90479
Bangladesh,2007,"Tangerines, mandarins, clementines, satsumas",3764,17405,46241
Bangladesh,2007,Tea,57580,58500,10160
Bangladesh,2007,Tobacco,30699,39180,12763
Bangladesh,2007,Tomatoes,19408,136935,70556
Bangladesh,2007,"Vegetables, fresh nes",155802,1096000,70346
Bangladesh,2007,Wheat,399000,18471,737000
Bangladesh,2007,Roots and Tubers,378609,5471090,144505
Bangladesh,2007,Vegetables Primary,443599,3091180,69684
Bangladesh,2008,Areca nuts,173380,97947,5649
Bangladesh,2008,Bananas,53270,877123,164656
Bangladesh,2008,Barley,613,537,8760
Bangladesh,2008,"Bastfibres, others",2601,3056,11749
Bangladesh,2008,"Beans, dry",46482,39727,8547
Bangladesh,2008,"Beans, green",15595,82872,53140
Bangladesh,2008,Berries nes,3820,25431,66573
Bangladesh,2008,Cabbages and other brassicas,16225,211097,130106
Bangladesh,2008,Castor oil seed,335,226,6746
Bangladesh,2008,Cauliflowers and broccoli,15838,156483,98802
