Area,Year,Item,Area Harvested,Production,Yeild
Bangladesh,Y1980,Castor oil seed,490,366,7469
Bangladesh,Y1981,Castor oil seed,437,284,6499
Bangladesh,Y1982,Castor oil seed,480,260,5417
Bangladesh,Y1983,Castor oil seed,461,280,6074
Bangladesh,Y1984,Castor oil seed,475,280,5895
Bangladesh,Y1985,Castor oil seed,475,280,5895
Bangladesh,Y1986,Castor oil seed,500,300,6000
Bangladesh,Y1987,Castor oil seed,485,280,5773
Bangladesh,Y1988,Castor oil seed,554,360,6498
Bangladesh,Y1989,Castor oil seed,475,320,6737
Bangladesh,Y1990,Castor oil seed,406,255,6281
Bangladesh,Y1991,Castor oil seed,279,180,6452
Bangladesh,Y1992,Castor oil seed,308,185,6006
Bangladesh,Y1993,Castor oil seed,261,161,6169
Bangladesh,Y1994,Castor oil seed,295,195,6610
Bangladesh,Y1995,Castor oil seed,295,195,6610
Bangladesh,Y1996,Castor oil seed,295,195,6610
Bangladesh,Y1997,Castor oil seed,403,265,6576
Bangladesh,Y1998,Castor oil seed,473,280,5920
Bangladesh,Y1999,Castor oil seed,404,250,6188
Bangladesh,Y2000,Castor oil seed,404,280,6931
Bangladesh,Y2001,Castor oil seed,405,270,6667
Bangladesh,Y2002,Castor oil seed,405,270,6667
Bangladesh,Y2003,Castor oil seed,405,290,7160
Bangladesh,Y2004,Castor oil seed,405,300,7407
Bangladesh,Y2005,Castor oil seed,400,300,7500
Bangladesh,Y2006,Castor oil seed,470,335,7128
Bangladesh,Y2007,Castor oil seed,470,335,7128
Bangladesh,Y2008,Castor oil seed,335,226,6746
Bangladesh,Y2009,Castor oil seed,300,200,6667
Bangladesh,Y2010,Castor oil seed,314,216,6879
Bangladesh,Y2011,Castor oil seed,383,268,6997
Bangladesh,Y2012,Castor oil seed,378,264,6984
Bangladesh,Y2013,Castor oil seed,379,266,7018
Bangladesh,Y2014,Castor oil seed,382,268,7016
Bangladesh,Y2015,Castor oil seed,376,264,7021
Bangladesh,Y2016,Castor oil seed,370,258,6973
Bangladesh,Y2017,Castor oil seed,368,257,6984
Bangladesh,Y2018,Castor oil seed,366,256,6995
Bangladesh,Y2019,Castor oil seed,364,254,6978
Bangladesh,Y1961,Cauliflowers and broccoli,5419,27363,50495
Bangladesh,Y1962,Cauliflowers and broccoli,5019,26170,52142
Bangladesh,Y1963,Cauliflowers and broccoli,5438,26884,49437
Bangladesh,Y1964,Cauliflowers and broccoli,5499,28604,52017
Bangladesh,Y1965,Cauliflowers and broccoli,5400,30898,57219
Bangladesh,Y1966,Cauliflowers and broccoli,5363,31758,59217
Bangladesh,Y1967,Cauliflowers and broccoli,5381,33093,61500
Bangladesh,Y1968,Cauliflowers and broccoli,5325,37628,70663
Bangladesh,Y1969,Cauliflowers and broccoli,5590,40942,73242
Bangladesh,Y1970,Cauliflowers and broccoli,5696,42232,74143
Bangladesh,Y1971,Cauliflowers and broccoli,5767,42593,73856
Bangladesh,Y1972,Cauliflowers and broccoli,4860,33901,69755
Bangladesh,Y1973,Cauliflowers and broccoli,4715,30796,65315
Bangladesh,Y1974,Cauliflowers and broccoli,4881,32331,66238
Bangladesh,Y1975,Cauliflowers and broccoli,5381,37406,69515
Bangladesh,Y1976,Cauliflowers and broccoli,5585,38441,68829
Bangladesh,Y1977,Cauliflowers and broccoli,5573,37208,66765
Bangladesh,Y1978,Cauliflowers and broccoli,5705,39311,68906
Bangladesh,Y1979,Cauliflowers and broccoli,5939,41963,70657
Bangladesh,Y1980,Cauliflowers and broccoli,6129,43401,70813
Bangladesh,Y1981,Cauliflowers and broccoli,6558,46586,71037
Bangladesh,Y1982,Cauliflowers and broccoli,6905,51910,75177
Bangladesh,Y1983,Cauliflowers and broccoli,7270,52197,71798
Bangladesh,Y1984,Cauliflowers and broccoli,7284,56899,78115
Bangladesh,Y1985,Cauliflowers and broccoli,7480,60345,80675
Bangladesh,Y1986,Cauliflowers and broccoli,7415,59375,80074
Bangladesh,Y1987,Cauliflowers and broccoli,7465,57465,76979
Bangladesh,Y1988,Cauliflowers and broccoli,7416,58110,78358
Bangladesh,Y1989,Cauliflowers and broccoli,7737,59465,76858
Bangladesh,Y1990,Cauliflowers and broccoli,8413,64105,76198
Bangladesh,Y1991,Cauliflowers and broccoli,8533,68095,79802
Bangladesh,Y1992,Cauliflowers and broccoli,8596,67600,78641
Bangladesh,Y1993,Cauliflowers and broccoli,8773,68020,77533
Bangladesh,Y1994,Cauliflowers and broccoli,9285,72260,77824
Bangladesh,Y1995,Cauliflowers and broccoli,9300,77000,82796
Bangladesh,Y1996,Cauliflowers and broccoli,9700,74000,76289
Bangladesh,Y1997,Cauliflowers and broccoli,10137,75890,74864
Bangladesh,Y1998,Cauliflowers and broccoli,10291,78700,76475
Bangladesh,Y1999,Cauliflowers and broccoli,10521,80000,76038
Bangladesh,Y2000,Cauliflowers and broccoli,10521,80000,76038
Bangladesh,Y2001,Cauliflowers and broccoli,10935,79000,72245
Bangladesh,Y2002,Cauliflowers and broccoli,10931,82000,75016
Bangladesh,Y2003,Cauliflowers and broccoli,11243,84320,74998
Bangladesh,Y2004,Cauliflowers and broccoli,12510,101485,81123
Bangladesh,Y2005,Cauliflowers and broccoli,13156,108990,82844
Bangladesh,Y2006,Cauliflowers and broccoli,14377,133050,92544
Bangladesh,Y2007,Cauliflowers and broccoli,14820,143200,96626
Bangladesh,Y2008,Cauliflowers and broccoli,15838,156483,98802
Bangladesh,Y2009,Cauliflowers and broccoli,16160,160612,99389
Bangladesh,Y2010,Cauliflowers and broccoli,16677,160040,95965
Bangladesh,Y2011,Cauliflowers and broccoli,16552,168238,101642
Bangladesh,Y2012,Cauliflowers and broccoli,16285,166195,102054
Bangladesh,Y2013,Cauliflowers and broccoli,16187,166000,102551
Bangladesh,Y2014,Cauliflowers and broccoli,16592,183000,110294
Bangladesh,Y2015,Cauliflowers and broccoli,19544,268480,137372
Bangladesh,Y2016,Cauliflowers and broccoli,19331,268484,138888
Bangladesh,Y2017,Cauliflowers and broccoli,19718,277500,140734
Bangladesh,Y2018,Cauliflowers and broccoli,19459,274297,140962
Bangladesh,Y2019,Cauliflowers and broccoli,20181,284327,140888
Bangladesh,Y1961,Chick peas,60299,36576,6066
Bangladesh,Y1962,Chick peas,57466,37592,6542
Bangladesh,Y1963,Chick peas,55847,34544,6185
Bangladesh,Y1964,Chick peas,51800,33528,6473
Bangladesh,Y1965,Chick peas,51396,37592,7314
Bangladesh,Y1966,Chick peas,54600,43700,8004
Bangladesh,Y1967,Chick peas,59100,48800,8257
Bangladesh,Y1968,Chick peas,61500,47800,7772
Bangladesh,Y1969,Chick peas,68400,54900,8026
Bangladesh,Y1970,Chick peas,70000,57900,8271
Bangladesh,Y1971,Chick peas,73200,61000,8333
Bangladesh,Y1972,Chick peas,71669,59520,8305
Bangladesh,Y1973,Chick peas,90000,60000,6667
Bangladesh,Y1974,Chick peas,110000,75000,6818
Bangladesh,Y1975,Chick peas,130000,90000,6923
Bangladesh,Y1976,Chick peas,160000,112000,7000
Bangladesh,Y1977,Chick peas,191000,125000,6545
Bangladesh,Y1978,Chick peas,140000,105000,7500
Bangladesh,Y1979,Chick peas,127000,95000,7480
Bangladesh,Y1980,Chick peas,128000,85000,6641
Bangladesh,Y1981,Chick peas,128000,81000,6328
Bangladesh,Y1982,Chick peas,116000,78000,6724
Bangladesh,Y1983,Chick peas,118000,87000,7373
Bangladesh,Y1984,Chick peas,113300,86800,7661
Bangladesh,Y1985,Chick peas,108900,81200,7456
Bangladesh,Y1986,Chick peas,103634,77579,7486
Bangladesh,Y1987,Chick peas,103691,81710,7880
Bangladesh,Y1988,Chick peas,103044,74568,7237
Bangladesh,Y1989,Chick peas,102759,66156,6438
Bangladesh,Y1990,Chick peas,102867,70120,6817
Bangladesh,Y1991,Chick peas,96714,71005,7342
Bangladesh,Y1992,Chick peas,92145,64680,7019
Bangladesh,Y1993,Chick peas,90470,67375,7447
Bangladesh,Y1994,Chick peas,85400,62000,7260
Bangladesh,Y1995,Chick peas,85000,62000,7294
Bangladesh,Y1996,Chick peas,85400,62000,7260
Bangladesh,Y1997,Chick peas,84435,61485,7282
Bangladesh,Y1998,Chick peas,84025,59900,7129
Bangladesh,Y1999,Chick peas,18219,15000,8233
Bangladesh,Y2000,Chick peas,18219,14000,7684
Bangladesh,Y2001,Chick peas,17004,14000,8233
Bangladesh,Y2002,Chick peas,15378,11000,7153
Bangladesh,Y2003,Chick peas,14974,11000,7346
Bangladesh,Y2004,Chick peas,13759,10000,7268
Bangladesh,Y2005,Chick peas,13089,9630,7357
Bangladesh,Y2006,Chick peas,12727,9760,7669
Bangladesh,Y2007,Chick peas,12586,9810,7794
Bangladesh,Y2008,Chick peas,9349,7168,7667
Bangladesh,Y2009,Chick peas,8177,6551,8011
Bangladesh,Y2010,Chick peas,7224,5744,7951
Bangladesh,Y2011,Chick peas,8229,6605,8026
Bangladesh,Y2012,Chick peas,7700,7000,9091
Bangladesh,Y2013,Chick peas,7284,7000,9610
Bangladesh,Y2014,Chick peas,6878,6000,8723
Bangladesh,Y2015,Chick peas,7072,6672,9434
Bangladesh,Y2016,Chick peas,6083,6382,10492
Bangladesh,Y2017,Chick peas,5917,6237,10541
Bangladesh,Y2018,Chick peas,5027,4964,9875
Bangladesh,Y2019,Chick peas,4812,5347,11112
Bangladesh,Y1961,"Chillies and peppers, dry",70800,47000,6638
Bangladesh,Y1962,"Chillies and peppers, dry",70000,48000,6857
Bangladesh,Y1963,"Chillies and peppers, dry",73200,48700,6653
Bangladesh,Y1964,"Chillies and peppers, dry",78500,53200,6777
Bangladesh,Y1965,"Chillies and peppers, dry",78500,51700,6586
Bangladesh,Y1966,"Chillies and peppers, dry",77700,52800,6795
Bangladesh,Y1967,"Chillies and peppers, dry",80500,55900,6944
Bangladesh,Y1968,"Chillies and peppers, dry",86200,59900,6949
Bangladesh,Y1969,"Chillies and peppers, dry",87400,62000,7094
Bangladesh,Y1970,"Chillies and peppers, dry",89000,67100,7539
Bangladesh,Y1971,"Chillies and peppers, dry",88600,64000,7223
Bangladesh,Y1972,"Chillies and peppers, dry",82335,58987,7164
Bangladesh,Y1973,"Chillies and peppers, dry",77662,52300,6734
Bangladesh,Y1974,"Chillies and peppers, dry",66822,44147,6607
Bangladesh,Y1975,"Chillies and peppers, dry",78856,50192,6365
Bangladesh,Y1976,"Chillies and peppers, dry",79232,52888,6675
Bangladesh,Y1977,"Chillies and peppers, dry",77069,45367,5887
Bangladesh,Y1978,"Chillies and peppers, dry",82547,49664,6016
Bangladesh,Y1979,"Chillies and peppers, dry",83467,52523,6293
Bangladesh,Y1980,"Chillies and peppers, dry",80995,49777,6146
Bangladesh,Y1981,"Chillies and peppers, dry",73605,40414,5491
Bangladesh,Y1982,"Chillies and peppers, dry",75643,44249,5850
Bangladesh,Y1983,"Chillies and peppers, dry",75526,46397,6143
Bangladesh,Y1984,"Chillies and peppers, dry",75527,46018,6093
Bangladesh,Y1985,"Chillies and peppers, dry",72061,44753,6210
Bangladesh,Y1986,"Chillies and peppers, dry",68865,44100,6404
Bangladesh,Y1987,"Chillies and peppers, dry",66490,43000,6467
Bangladesh,Y1988,"Chillies and peppers, dry",67393,45270,6717
Bangladesh,Y1989,"Chillies and peppers, dry",67796,47485,7004
Bangladesh,Y1990,"Chillies and peppers, dry",69646,51520,7397
Bangladesh,Y1991,"Chillies and peppers, dry",70183,51895,7394
Bangladesh,Y1992,"Chillies and peppers, dry",67265,50715,7540
Bangladesh,Y1993,"Chillies and peppers, dry",67168,54365,8094
Bangladesh,Y1994,"Chillies and peppers, dry",66800,53890,8067
Bangladesh,Y1995,"Chillies and peppers, dry",66400,52670,7932
Bangladesh,Y1996,"Chillies and peppers, dry",66000,52550,7962
Bangladesh,Y1997,"Chillies and peppers, dry",66205,52215,7887
Bangladesh,Y1998,"Chillies and peppers, dry",66290,52820,7968
Bangladesh,Y1999,"Chillies and peppers, dry",174826,142000,8122
Bangladesh,Y2000,"Chillies and peppers, dry",175231,143000,8161
Bangladesh,Y2001,"Chillies and peppers, dry",174826,141000,8065
Bangladesh,Y2002,"Chillies and peppers, dry",169970,136000,8001
Bangladesh,Y2003,"Chillies and peppers, dry",169937,137325,8081
Bangladesh,Y2004,"Chillies and peppers, dry",162154,138740,8556
Bangladesh,Y2005,"Chillies and peppers, dry",154812,185635,11991
Bangladesh,Y2006,"Chillies and peppers, dry",142466,155430,10910
Bangladesh,Y2007,"Chillies and peppers, dry",141490,153955,10881
Bangladesh,Y2008,"Chillies and peppers, dry",94406,117765,12474
Bangladesh,Y2009,"Chillies and peppers, dry",89268,109337,12248
Bangladesh,Y2010,"Chillies and peppers, dry",87026,109350,12565
Bangladesh,Y2011,"Chillies and peppers, dry",104967,176134,16780
Bangladesh,Y2012,"Chillies and peppers, dry",97120,126000,12974
Bangladesh,Y2013,"Chillies and peppers, dry",93460,102000,10914
Bangladesh,Y2014,"Chillies and peppers, dry",89820,110000,12247
Bangladesh,Y2015,"Chillies and peppers, dry",92167,123207,13368
Bangladesh,Y2016,"Chillies and peppers, dry",101972,130260,12774
Bangladesh,Y2017,"Chillies and peppers, dry",103380,136872,13240
Bangladesh,Y2018,"Chillies and peppers, dry",101072,141177,13968
Bangladesh,Y2019,"Chillies and peppers, dry",96800,149473,15441
Bangladesh,Y1961,Coconuts,17800,49786,27970
Bangladesh,Y1962,Coconuts,18600,51819,27860
Bangladesh,Y1963,Coconuts,19400,50803,26187
Bangladesh,Y1964,Coconuts,19000,62995,33155
Bangladesh,Y1965,Coconuts,21000,85348,40642
Bangladesh,Y1966,Coconuts,36800,92461,25125
Bangladesh,Y1967,Coconuts,37600,94493,25131
Bangladesh,Y1968,Coconuts,25326,80258,31690
Bangladesh,Y1969,Coconuts,25781,83021,32202
Bangladesh,Y1970,Coconuts,24943,56675,22722
Bangladesh,Y1971,Coconuts,24836,57376,23102
Bangladesh,Y1972,Coconuts,25101,58316,23233
Bangladesh,Y1973,Coconuts,25204,57742,22910
Bangladesh,Y1974,Coconuts,26542,61857,23305
Bangladesh,Y1975,Coconuts,26092,61903,23725
Bangladesh,Y1976,Coconuts,26533,65307,24614
Bangladesh,Y1977,Coconuts,26867,68497,25495
Bangladesh,Y1978,Coconuts,27355,66871,24446
Bangladesh,Y1979,Coconuts,28395,71839,25300
Bangladesh,Y1980,Coconuts,29166,76717,26304
Bangladesh,Y1981,Coconuts,29935,77275,25814
Bangladesh,Y1982,Coconuts,29952,77341,25822
Bangladesh,Y1983,Coconuts,30274,79256,26180
Bangladesh,Y1984,Coconuts,30859,83051,26913
Bangladesh,Y1985,Coconuts,30750,83015,26997
Bangladesh,Y1986,Coconuts,31325,83330,26602
Bangladesh,Y1987,Coconuts,31560,82615,26177
Bangladesh,Y1988,Coconuts,32334,86060,26616
Bangladesh,Y1989,Coconuts,32446,83674,25789
Bangladesh,Y1990,Coconuts,32430,81595,25160
Bangladesh,Y1991,Coconuts,30729,75915,24705
Bangladesh,Y1992,Coconuts,30727,81640,26569
Bangladesh,Y1993,Coconuts,31227,92695,29684
Bangladesh,Y1994,Coconuts,31496,93850,29797
Bangladesh,Y1995,Coconuts,31647,95275,30106
Bangladesh,Y1996,Coconuts,29200,89000,30479
Bangladesh,Y1997,Coconuts,32036,89255,27861
Bangladesh,Y1998,Coconuts,32092,89320,27832
Bangladesh,Y1999,Coconuts,31161,89000,28561
Bangladesh,Y2000,Coconuts,30769,89000,28925
Bangladesh,Y2001,Coconuts,30756,89000,28937
Bangladesh,Y2002,Coconuts,30756,87000,28287
Bangladesh,Y2003,Coconuts,31053,87905,28308
Bangladesh,Y2004,Coconuts,39081,132900,34006
Bangladesh,Y2005,Coconuts,40000,394455,98614
Bangladesh,Y2006,Coconuts,39000,325815,83542
Bangladesh,Y2007,Coconuts,41000,351810,85807
Bangladesh,Y2008,Coconuts,42000,334047,79535
Bangladesh,Y2009,Coconuts,43000,316405,73583
Bangladesh,Y2010,Coconuts,43000,402000,93488
Bangladesh,Y2011,Coconuts,43000,326000,75814
Bangladesh,Y2012,Coconuts,43000,372000,86512
Bangladesh,Y2013,Coconuts,43000,364000,84651
Bangladesh,Y2014,Coconuts,43000,347474,80808
Bangladesh,Y2015,Coconuts,43000,383833,89263
Bangladesh,Y2016,Coconuts,43000,374269,87039
Bangladesh,Y2017,Coconuts,43000,408635,95031
Bangladesh,Y2018,Coconuts,43000,466975,108599
Bangladesh,Y2019,Coconuts,36483,431596,118301
Bangladesh,Y1961,Cucumbers and gherkins,2537,11062,43603
Bangladesh,Y1962,Cucumbers and gherkins,2350,10579,45017
Bangladesh,Y1963,Cucumbers and gherkins,2545,10868,42703
Bangladesh,Y1964,Cucumbers and gherkins,2574,11563,44922
Bangladesh,Y1965,Cucumbers and gherkins,2528,12490,49407
Bangladesh,Y1966,Cucumbers and gherkins,2510,12838,51147
Bangladesh,Y1967,Cucumbers and gherkins,2519,13378,53108
Bangladesh,Y1968,Cucumbers and gherkins,2493,15211,61015
Bangladesh,Y1969,Cucumbers and gherkins,2573,16231,63082
Bangladesh,Y1970,Cucumbers and gherkins,2736,17390,63560
Bangladesh,Y1971,Cucumbers and gherkins,2717,17943,66040
Bangladesh,Y1972,Cucumbers and gherkins,2363,14052,59467
Bangladesh,Y1973,Cucumbers and gherkins,2388,13666,57228
Bangladesh,Y1974,Cucumbers and gherkins,2426,13839,57045
Bangladesh,Y1975,Cucumbers and gherkins,2307,12457,53997
Bangladesh,Y1976,Cucumbers and gherkins,2402,12853,53510
Bangladesh,Y1977,Cucumbers and gherkins,2351,12452,52965
Bangladesh,Y1978,Cucumbers and gherkins,2329,12208,52417
Bangladesh,Y1979,Cucumbers and gherkins,2378,12375,52040
Bangladesh,Y1980,Cucumbers and gherkins,2398,11908,49658
Bangladesh,Y1981,Cucumbers and gherkins,2432,11999,49338
Bangladesh,Y1982,Cucumbers and gherkins,2555,12205,47769
Bangladesh,Y1983,Cucumbers and gherkins,2620,12315,47004
Bangladesh,Y1984,Cucumbers and gherkins,2630,12000,45627
Bangladesh,Y1985,Cucumbers and gherkins,2634,11439,43428
Bangladesh,Y1986,Cucumbers and gherkins,2830,12480,44099
Bangladesh,Y1987,Cucumbers and gherkins,2920,12480,42740
Bangladesh,Y1988,Cucumbers and gherkins,3055,12990,42520
Bangladesh,Y1989,Cucumbers and gherkins,3450,14218,41212
Bangladesh,Y1990,Cucumbers and gherkins,3583,15025,41934
Bangladesh,Y1991,Cucumbers and gherkins,3549,15155,42702
Bangladesh,Y1992,Cucumbers and gherkins,3539,15150,42809
Bangladesh,Y1993,Cucumbers and gherkins,3612,15470,42829
Bangladesh,Y1994,Cucumbers and gherkins,3648,15820,43366
Bangladesh,Y1995,Cucumbers and gherkins,3780,16445,43505
Bangladesh,Y1996,Cucumbers and gherkins,4050,17000,41975
Bangladesh,Y1997,Cucumbers and gherkins,4050,18000,44444
Bangladesh,Y1998,Cucumbers and gherkins,4500,18000,40000
Bangladesh,Y1999,Cucumbers and gherkins,4500,19000,42222
Bangladesh,Y2000,Cucumbers and gherkins,4452,20000,44924
Bangladesh,Y2001,Cucumbers and gherkins,4860,21000,43210
Bangladesh,Y2002,Cucumbers and gherkins,4860,22000,45267
Bangladesh,Y2003,Cucumbers and gherkins,5638,23000,40795
Bangladesh,Y2004,Cucumbers and gherkins,5561,25000,44956
Bangladesh,Y2005,Cucumbers and gherkins,5670,24350,42945
Bangladesh,Y2006,Cucumbers and gherkins,6410,28340,44212
Bangladesh,Y2007,Cucumbers and gherkins,6778,32480,47920
Bangladesh,Y2008,Cucumbers and gherkins,7259,36740,50613
Bangladesh,Y2009,Cucumbers and gherkins,7240,43902,60638
Bangladesh,Y2010,Cucumbers and gherkins,7663,55152,71972
Bangladesh,Y2011,Cucumbers and gherkins,7701,48448,62911
Bangladesh,Y2012,Cucumbers and gherkins,7872,50090,63631
Bangladesh,Y2013,Cucumbers and gherkins,8094,49000,60539
Bangladesh,Y2014,Cucumbers and gherkins,8903,55000,61777
Bangladesh,Y2015,Cucumbers and gherkins,14094,99927,70900
Bangladesh,Y2016,Cucumbers and gherkins,14569,109475,75142
Bangladesh,Y2017,Cucumbers and gherkins,15138,121254,80099
Bangladesh,Y2018,Cucumbers and gherkins,15287,112974,73902
Bangladesh,Y2019,Cucumbers and gherkins,15374,119136,77492
Bangladesh,Y1961,Fibre crops nes,2400,2200,9167
Bangladesh,Y1962,Fibre crops nes,2000,1800,9000
Bangladesh,Y1963,Fibre crops nes,1650,1500,9091
Bangladesh,Y1964,Fibre crops nes,1300,1200,9231
Bangladesh,Y1965,Fibre crops nes,1100,1000,9091
Bangladesh,Y1966,Fibre crops nes,900,850,9444
Bangladesh,Y1967,Fibre crops nes,350,350,10000
Bangladesh,Y1968,Fibre crops nes,297,268,9024
Bangladesh,Y1969,Fibre crops nes,259,197,7606
Bangladesh,Y1970,Fibre crops nes,263,198,7529
Bangladesh,Y1971,Fibre crops nes,265,202,7623
Bangladesh,Y1972,Fibre crops nes,443,242,5463
Bangladesh,Y1973,Fibre crops nes,471,273,5796
Bangladesh,Y1974,Fibre crops nes,490,294,6000
Bangladesh,Y1975,Fibre crops nes,434,266,6129
Bangladesh,Y1976,Fibre crops nes,398,256,6432
Bangladesh,Y1977,Fibre crops nes,393,242,6158
Bangladesh,Y1978,Fibre crops nes,394,238,6041
Bangladesh,Y1979,Fibre crops nes,415,260,6265
Bangladesh,Y1980,Fibre crops nes,409,257,6284
Bangladesh,Y1981,Fibre crops nes,856,521,6086
Bangladesh,Y1982,Fibre crops nes,961,624,6493
Bangladesh,Y1983,Fibre crops nes,968,602,6219
Bangladesh,Y1984,Fibre crops nes,1483,950,6406
Bangladesh,Y1985,Fibre crops nes,1500,950,6333
Bangladesh,Y1986,Fibre crops nes,1511,955,6320
Bangladesh,Y1987,Fibre crops nes,1511,962,6367
Bangladesh,Y1988,Fibre crops nes,1404,950,6766
Bangladesh,Y1989,Fibre crops nes,1824,1313,7198
Bangladesh,Y1990,Fibre crops nes,1847,1324,7168
Bangladesh,Y1991,Fibre crops nes,1928,1245,6457
Bangladesh,Y1992,Fibre crops nes,1944,1276,6564
Bangladesh,Y1993,Fibre crops nes,1999,1283,6418
Bangladesh,Y1994,Fibre crops nes,1969,485,2463
Bangladesh,Y1995,Fibre crops nes,2034,521,2561
Bangladesh,Y1996,Fibre crops nes,2074,537,2589
Bangladesh,Y1997,Fibre crops nes,2088,515,2466
Bangladesh,Y1998,Fibre crops nes,2050,507,2473
Bangladesh,Y1999,Fibre crops nes,2100,500,2381
Bangladesh,Y2000,Fibre crops nes,1994,510,2558
Bangladesh,Y2001,Fibre crops nes,2000,503,2515
Bangladesh,Y2002,Fibre crops nes,2003,496,2476
Bangladesh,Y2003,Fibre crops nes,2003,489,2441
Bangladesh,Y2004,Fibre crops nes,2003,482,2406
Bangladesh,Y2005,Fibre crops nes,1948,477,2449
Bangladesh,Y2006,Fibre crops nes,1938,471,2430
Bangladesh,Y2007,Fibre crops nes,1925,465,2416
Bangladesh,Y2008,Fibre crops nes,1911,459,2402
Bangladesh,Y2009,Fibre crops nes,1899,453,2385
Bangladesh,Y2010,Fibre crops nes,1888,448,2373
Bangladesh,Y2011,Fibre crops nes,1880,443,2356
Bangladesh,Y2012,Fibre crops nes,1800,425,2361
Bangladesh,Y2013,Fibre crops nes,1800,425,2361
Bangladesh,Y2014,Fibre crops nes,1857,409,2202
Bangladesh,Y2015,Fibre crops nes,2032,398,1959
Bangladesh,Y2016,Fibre crops nes,1998,400,2002
Bangladesh,Y2017,Fibre crops nes,2018,394,1952
Bangladesh,Y2018,Fibre crops nes,2040,389,1907
Bangladesh,Y2019,Fibre crops nes,2062,384,1862
Bangladesh,Y1961,"Fruit, fresh nes",9000,60000,66667
Bangladesh,Y1962,"Fruit, fresh nes",9000,60000,66667
Bangladesh,Y1963,"Fruit, fresh nes",9000,60000,66667
Bangladesh,Y1964,"Fruit, fresh nes",9000,60000,66667
Bangladesh,Y1965,"Fruit, fresh nes",9000,60000,66667
Bangladesh,Y1966,"Fruit, fresh nes",9000,60000,66667
Bangladesh,Y1967,"Fruit, fresh nes",9000,60000,66667
Bangladesh,Y1968,"Fruit, fresh nes",9300,60000,64516
Bangladesh,Y1969,"Fruit, fresh nes",9340,61832,66201
Bangladesh,Y1970,"Fruit, fresh nes",10216,63498,62155
Bangladesh,Y1971,"Fruit, fresh nes",10077,62457,61980
Bangladesh,Y1972,"Fruit, fresh nes",9392,57146,60845
Bangladesh,Y1973,"Fruit, fresh nes",9832,54592,55525
Bangladesh,Y1974,"Fruit, fresh nes",10265,55128,53705
Bangladesh,Y1975,"Fruit, fresh nes",9753,49010,50251
Bangladesh,Y1976,"Fruit, fresh nes",10152,51891,51114
Bangladesh,Y1977,"Fruit, fresh nes",10573,50198,47478
Bangladesh,Y1978,"Fruit, fresh nes",10423,46388,44505
Bangladesh,Y1979,"Fruit, fresh nes",10720,45446,42394
Bangladesh,Y1980,"Fruit, fresh nes",11048,46478,42069
Bangladesh,Y1981,"Fruit, fresh nes",11389,52027,45682
Bangladesh,Y1982,"Fruit, fresh nes",13339,54038,40511
Bangladesh,Y1983,"Fruit, fresh nes",12408,54943,44280
Bangladesh,Y1984,"Fruit, fresh nes",12935,52207,40361
Bangladesh,Y1985,"Fruit, fresh nes",13743,56156,40862
Bangladesh,Y1986,"Fruit, fresh nes",14136,55464,39236
Bangladesh,Y1987,"Fruit, fresh nes",14478,55310,38203
Bangladesh,Y1988,"Fruit, fresh nes",15884,55450,34909
Bangladesh,Y1989,"Fruit, fresh nes",16290,64522,39608
Bangladesh,Y1990,"Fruit, fresh nes",16550,62680,37873
Bangladesh,Y1991,"Fruit, fresh nes",17120,63950,37354
Bangladesh,Y1992,"Fruit, fresh nes",17713,65355,36897
Bangladesh,Y1993,"Fruit, fresh nes",18685,69240,37056
Bangladesh,Y1994,"Fruit, fresh nes",19560,72680,37157
Bangladesh,Y1995,"Fruit, fresh nes",20290,75825,37371
Bangladesh,Y1996,"Fruit, fresh nes",22663,86000,37947
Bangladesh,Y1997,"Fruit, fresh nes",23877,91000,38112
Bangladesh,Y1998,"Fruit, fresh nes",24686,94000,38078
Bangladesh,Y1999,"Fruit, fresh nes",25500,94000,36863
Bangladesh,Y2000,"Fruit, fresh nes",25900,98000,37838
Bangladesh,Y2001,"Fruit, fresh nes",25900,99900,38571
Bangladesh,Y2002,"Fruit, fresh nes",26305,101000,38396
Bangladesh,Y2003,"Fruit, fresh nes",32375,128000,39537
Bangladesh,Y2004,"Fruit, fresh nes",94000,353000,37553
Bangladesh,Y2005,"Fruit, fresh nes",97000,492000,50722
Bangladesh,Y2006,"Fruit, fresh nes",49730,339340,68236
Bangladesh,Y2007,"Fruit, fresh nes",83430,409213,49049
Bangladesh,Y2008,"Fruit, fresh nes",96250,442714,45996
Bangladesh,Y2009,"Fruit, fresh nes",85560,492131,57519
Bangladesh,Y2010,"Fruit, fresh nes",85258,574589,67394
Bangladesh,Y2011,"Fruit, fresh nes",76352,538172,70486
Bangladesh,Y2012,"Fruit, fresh nes",81204,516000,63544
Bangladesh,Y2013,"Fruit, fresh nes",81057,540000,66620
Bangladesh,Y2014,"Fruit, fresh nes",78819,543000,68892
Bangladesh,Y2015,"Fruit, fresh nes",77725,550000,70762
Bangladesh,Y2016,"Fruit, fresh nes",80869,594000,73452
Bangladesh,Y2017,"Fruit, fresh nes",84353,636000,75397
Bangladesh,Y2018,"Fruit, fresh nes",83989,649596,77343
Bangladesh,Y2019,"Fruit, fresh nes",83470,661823,79289
Bangladesh,Y1961,"Fruit, tropical fresh nes",13000,120000,92308
Bangladesh,Y1962,"Fruit, tropical fresh nes",13000,127000,97692
