Area,Year,Item,Area Harvested,Production,Yeild
Bangladesh,Y1963,"Fruit, tropical fresh nes",13000,127000,97692
Bangladesh,Y1964,"Fruit, tropical fresh nes",14000,129000,92143
Bangladesh,Y1965,"Fruit, tropical fresh nes",17000,156000,91765
Bangladesh,Y1966,"Fruit, tropical fresh nes",15800,143300,90696
Bangladesh,Y1967,"Fruit, tropical fresh nes",16700,207300,124132
Bangladesh,Y1968,"Fruit, tropical fresh nes",17000,219500,129118
Bangladesh,Y1969,"Fruit, tropical fresh nes",18000,216400,120222
Bangladesh,Y1970,"Fruit, tropical fresh nes",17500,209300,119600
Bangladesh,Y1971,"Fruit, tropical fresh nes",17400,190000,109195
Bangladesh,Y1972,"Fruit, tropical fresh nes",17721,192000,108346
Bangladesh,Y1973,"Fruit, tropical fresh nes",18177,197185,108480
Bangladesh,Y1974,"Fruit, tropical fresh nes",18104,193451,106855
Bangladesh,Y1975,"Fruit, tropical fresh nes",18500,196254,106083
Bangladesh,Y1976,"Fruit, tropical fresh nes",18883,205887,109033
Bangladesh,Y1977,"Fruit, tropical fresh nes",19114,206330,107947
Bangladesh,Y1978,"Fruit, tropical fresh nes",19065,193467,101478
Bangladesh,Y1979,"Fruit, tropical fresh nes",19708,198383,100661
Bangladesh,Y1980,"Fruit, tropical fresh nes",20202,204035,100997
Bangladesh,Y1981,"Fruit, tropical fresh nes",20836,207500,99587
Bangladesh,Y1982,"Fruit, tropical fresh nes",21253,208640,98170
Bangladesh,Y1983,"Fruit, tropical fresh nes",21510,210970,98080
Bangladesh,Y1984,"Fruit, tropical fresh nes",22310,221360,99220
Bangladesh,Y1985,"Fruit, tropical fresh nes",23210,229060,98690
Bangladesh,Y1986,"Fruit, tropical fresh nes",23635,234580,99251
Bangladesh,Y1987,"Fruit, tropical fresh nes",24805,254235,102493
Bangladesh,Y1988,"Fruit, tropical fresh nes",24548,251326,102381
Bangladesh,Y1989,"Fruit, tropical fresh nes",24591,253790,103204
Bangladesh,Y1990,"Fruit, tropical fresh nes",24670,253250,102655
Bangladesh,Y1991,"Fruit, tropical fresh nes",24914,254664,102217
Bangladesh,Y1992,"Fruit, tropical fresh nes",25230,257360,102006
Bangladesh,Y1993,"Fruit, tropical fresh nes",25475,255605,100336
Bangladesh,Y1994,"Fruit, tropical fresh nes",25650,255895,99764
Bangladesh,Y1995,"Fruit, tropical fresh nes",26300,265000,100760
Bangladesh,Y1996,"Fruit, tropical fresh nes",26300,265000,100760
Bangladesh,Y1997,"Fruit, tropical fresh nes",26300,265000,100760
Bangladesh,Y1998,"Fruit, tropical fresh nes",26700,267000,100000
Bangladesh,Y1999,"Fruit, tropical fresh nes",26709,267000,99966
Bangladesh,Y2000,"Fruit, tropical fresh nes",26709,267000,99966
Bangladesh,Y2001,"Fruit, tropical fresh nes",26710,268000,100337
Bangladesh,Y2002,"Fruit, tropical fresh nes",27114,275000,101424
Bangladesh,Y2003,"Fruit, tropical fresh nes",27100,276000,101845
Bangladesh,Y2004,"Fruit, tropical fresh nes",27500,279000,101455
Bangladesh,Y2005,"Fruit, tropical fresh nes",40000,400000,100000
Bangladesh,Y2006,"Fruit, tropical fresh nes",99700,824210,82669
Bangladesh,Y2007,"Fruit, tropical fresh nes",99640,925965,92931
Bangladesh,Y2008,"Fruit, tropical fresh nes",92320,974760,105585
Bangladesh,Y2009,"Fruit, tropical fresh nes",101840,1005164,98700
Bangladesh,Y2010,"Fruit, tropical fresh nes",106471,961821,90336
Bangladesh,Y2011,"Fruit, tropical fresh nes",97000,929000,95773
Bangladesh,Y2012,"Fruit, tropical fresh nes",99000,956665,96633
Bangladesh,Y2013,"Fruit, tropical fresh nes",100000,1004000,100400
Bangladesh,Y2014,"Fruit, tropical fresh nes",102000,1061000,104020
Bangladesh,Y2015,"Fruit, tropical fresh nes",101654,1031000,101422
Bangladesh,Y2016,"Fruit, tropical fresh nes",106902,1050000,98221
Bangladesh,Y2017,"Fruit, tropical fresh nes",109112,1076000,98614
Bangladesh,Y2018,"Fruit, tropical fresh nes",105277,1038000,98597
Bangladesh,Y2019,"Fruit, tropical fresh nes",102405,1009494,98579
Bangladesh,Y1961,Garlic,9700,33600,34639
Bangladesh,Y1962,Garlic,9700,34500,35567
Bangladesh,Y1963,Garlic,10900,35200,32294
Bangladesh,Y1964,Garlic,10500,34000,32381
Bangladesh,Y1965,Garlic,10500,36500,34762
Bangladesh,Y1966,Garlic,13800,50800,36812
Bangladesh,Y1967,Garlic,14600,54900,37603
Bangladesh,Y1968,Garlic,14600,54900,37603
Bangladesh,Y1969,Garlic,14600,54900,37603
Bangladesh,Y1970,Garlic,14200,54900,38662
Bangladesh,Y1971,Garlic,13400,49800,37164
Bangladesh,Y1972,Garlic,13000,43700,33615
Bangladesh,Y1973,Garlic,12404,41123,33153
Bangladesh,Y1974,Garlic,12553,41222,32838
Bangladesh,Y1975,Garlic,12719,42105,33104
Bangladesh,Y1976,Garlic,11932,38501,32267
Bangladesh,Y1977,Garlic,12939,41526,32094
Bangladesh,Y1978,Garlic,12357,39419,31900
Bangladesh,Y1979,Garlic,12505,40343,32261
Bangladesh,Y1980,Garlic,12437,37484,30139
Bangladesh,Y1981,Garlic,12950,41715,32212
Bangladesh,Y1982,Garlic,12942,41738,32250
Bangladesh,Y1983,Garlic,12968,42427,32717
Bangladesh,Y1984,Garlic,13071,42803,32747
Bangladesh,Y1985,Garlic,12705,39888,31396
Bangladesh,Y1986,Garlic,12390,36030,29080
Bangladesh,Y1987,Garlic,12380,35875,28978
Bangladesh,Y1988,Garlic,12513,38815,31020
Bangladesh,Y1989,Garlic,12692,38192,30091
Bangladesh,Y1990,Garlic,13000,39055,30042
Bangladesh,Y1991,Garlic,12592,37965,30150
Bangladesh,Y1992,Garlic,12737,39925,31346
Bangladesh,Y1993,Garlic,12670,39000,30781
Bangladesh,Y1994,Garlic,12774,40200,31470
Bangladesh,Y1995,Garlic,13000,40000,30769
Bangladesh,Y1996,Garlic,12860,38550,29977
Bangladesh,Y1997,Garlic,13089,39230,29972
Bangladesh,Y1998,Garlic,13122,39655,30220
Bangladesh,Y1999,Garlic,12950,38000,29344
Bangladesh,Y2000,Garlic,13355,40000,29951
Bangladesh,Y2001,Garlic,13365,39000,29181
Bangladesh,Y2002,Garlic,14026,39300,28019
Bangladesh,Y2003,Garlic,14409,34040,23624
Bangladesh,Y2004,Garlic,21087,73390,34803
Bangladesh,Y2005,Garlic,25593,90170,35232
Bangladesh,Y2006,Garlic,26709,102485,38371
Bangladesh,Y2007,Garlic,38807,176710,45536
Bangladesh,Y2008,Garlic,33607,144817,43091
Bangladesh,Y2009,Garlic,34319,154831,45115
Bangladesh,Y2010,Garlic,37055,164392,44364
Bangladesh,Y2011,Garlic,41997,209153,49802
Bangladesh,Y2012,Garlic,44284,233609,52752
Bangladesh,Y2013,Garlic,42493,223685,52640
Bangladesh,Y2014,Garlic,53000,312000,58868
Bangladesh,Y2015,Garlic,57049,345725,60601
Bangladesh,Y2016,Garlic,60776,381851,62829
Bangladesh,Y2017,Garlic,66259,425401,64203
Bangladesh,Y2018,Garlic,71411,461970,64692
Bangladesh,Y2019,Garlic,71734,466389,65016
Bangladesh,Y1961,Ginger,3000,20000,66667
Bangladesh,Y1962,Ginger,3300,22000,66667
Bangladesh,Y1963,Ginger,3600,24000,66667
Bangladesh,Y1964,Ginger,3900,26000,66667
Bangladesh,Y1965,Ginger,4200,28000,66667
Bangladesh,Y1966,Ginger,4400,30000,68182
Bangladesh,Y1967,Ginger,4700,32000,68085
Bangladesh,Y1968,Ginger,5000,34000,68000
Bangladesh,Y1969,Ginger,5030,36867,73294
Bangladesh,Y1970,Ginger,5042,37362,74102
Bangladesh,Y1971,Ginger,5018,36600,72937
Bangladesh,Y1972,Ginger,4916,34597,70376
Bangladesh,Y1973,Ginger,5148,35212,68399
Bangladesh,Y1974,Ginger,5271,36223,68721
Bangladesh,Y1975,Ginger,5405,36925,68316
Bangladesh,Y1976,Ginger,5350,35684,66699
Bangladesh,Y1977,Ginger,5306,35193,66327
Bangladesh,Y1978,Ginger,5306,34842,65665
Bangladesh,Y1979,Ginger,5625,37091,65940
Bangladesh,Y1980,Ginger,5706,37293,65358
Bangladesh,Y1981,Ginger,5486,34419,62740
Bangladesh,Y1982,Ginger,6532,41150,62998
Bangladesh,Y1983,Ginger,6418,38573,60101
Bangladesh,Y1984,Ginger,6311,38813,61501
Bangladesh,Y1985,Ginger,6236,39620,63534
Bangladesh,Y1986,Ginger,6330,40960,64708
Bangladesh,Y1987,Ginger,6172,40485,65595
Bangladesh,Y1988,Ginger,6271,38000,60596
Bangladesh,Y1989,Ginger,6475,38976,60195
Bangladesh,Y1990,Ginger,6967,42830,61476
Bangladesh,Y1991,Ginger,7017,42680,60824
Bangladesh,Y1992,Ginger,7056,41535,58865
Bangladesh,Y1993,Ginger,7064,41940,59371
Bangladesh,Y1994,Ginger,6900,40000,57971
Bangladesh,Y1995,Ginger,6900,39000,56522
Bangladesh,Y1996,Ginger,7700,39000,50649
Bangladesh,Y1997,Ginger,7700,39000,50649
Bangladesh,Y1998,Ginger,7700,39000,50649
Bangladesh,Y1999,Ginger,6879,38000,55241
Bangladesh,Y2000,Ginger,6879,38000,55241
Bangladesh,Y2001,Ginger,7290,42000,57613
Bangladesh,Y2002,Ginger,7689,43000,55924
Bangladesh,Y2003,Ginger,7573,42825,56550
Bangladesh,Y2004,Ginger,7917,48185,60863
Bangladesh,Y2005,Ginger,7715,49405,64038
Bangladesh,Y2006,Ginger,8093,57000,70431
Bangladesh,Y2007,Ginger,8338,63325,75947
Bangladesh,Y2008,Ginger,9416,77046,81825
Bangladesh,Y2009,Ginger,9017,72608,80523
Bangladesh,Y2010,Ginger,9066,74841,82551
Bangladesh,Y2011,Ginger,9116,74380,81593
Bangladesh,Y2012,Ginger,8704,72084,82817
Bangladesh,Y2013,Ginger,8941,69000,77173
Bangladesh,Y2014,Ginger,9498,77000,81070
Bangladesh,Y2015,Ginger,10216,83004,81249
Bangladesh,Y2016,Ginger,9473,77290,81590
Bangladesh,Y2017,Ginger,9307,77478,83247
Bangladesh,Y2018,Ginger,9609,79438,82670
Bangladesh,Y2019,Ginger,9610,80234,83490
Bangladesh,Y1961,Grapefruit (inc. pomelos),500,2000,40000
Bangladesh,Y1962,Grapefruit (inc. pomelos),500,2000,40000
Bangladesh,Y1963,Grapefruit (inc. pomelos),600,2500,41667
Bangladesh,Y1964,Grapefruit (inc. pomelos),600,2500,41667
Bangladesh,Y1965,Grapefruit (inc. pomelos),600,2500,41667
Bangladesh,Y1966,Grapefruit (inc. pomelos),700,3000,42857
Bangladesh,Y1967,Grapefruit (inc. pomelos),700,3000,42857
Bangladesh,Y1968,Grapefruit (inc. pomelos),700,3000,42857
Bangladesh,Y1969,Grapefruit (inc. pomelos),700,3000,42857
Bangladesh,Y1970,Grapefruit (inc. pomelos),700,3000,42857
Bangladesh,Y1971,Grapefruit (inc. pomelos),700,3000,42857
Bangladesh,Y1972,Grapefruit (inc. pomelos),700,3000,42857
Bangladesh,Y1973,Grapefruit (inc. pomelos),771,3370,43709
Bangladesh,Y1974,Grapefruit (inc. pomelos),816,3321,40699
Bangladesh,Y1975,Grapefruit (inc. pomelos),866,3428,39584
Bangladesh,Y1976,Grapefruit (inc. pomelos),884,3551,40170
Bangladesh,Y1977,Grapefruit (inc. pomelos),933,3547,38017
Bangladesh,Y1978,Grapefruit (inc. pomelos),991,3769,38032
Bangladesh,Y1979,Grapefruit (inc. pomelos),1038,4079,39297
Bangladesh,Y1980,Grapefruit (inc. pomelos),1062,4104,38644
Bangladesh,Y1981,Grapefruit (inc. pomelos),1107,4257,38455
Bangladesh,Y1982,Grapefruit (inc. pomelos),1207,4481,37125
Bangladesh,Y1983,Grapefruit (inc. pomelos),1422,5680,39944
Bangladesh,Y1984,Grapefruit (inc. pomelos),1476,6874,46572
Bangladesh,Y1985,Grapefruit (inc. pomelos),1766,7265,41138
Bangladesh,Y1986,Grapefruit (inc. pomelos),1875,7620,40640
Bangladesh,Y1987,Grapefruit (inc. pomelos),1995,7830,39248
Bangladesh,Y1988,Grapefruit (inc. pomelos),2230,6720,30135
Bangladesh,Y1989,Grapefruit (inc. pomelos),2320,6465,27866
Bangladesh,Y1990,Grapefruit (inc. pomelos),2367,6690,28264
Bangladesh,Y1991,Grapefruit (inc. pomelos),2513,7205,28671
Bangladesh,Y1992,Grapefruit (inc. pomelos),2687,7820,29103
Bangladesh,Y1993,Grapefruit (inc. pomelos),2843,8660,30461
Bangladesh,Y1994,Grapefruit (inc. pomelos),3274,10035,30651
Bangladesh,Y1995,Grapefruit (inc. pomelos),3565,10980,30799
Bangladesh,Y1996,Grapefruit (inc. pomelos),4071,12775,31380
Bangladesh,Y1997,Grapefruit (inc. pomelos),4316,14100,32669
Bangladesh,Y1998,Grapefruit (inc. pomelos),4494,14895,33144
Bangladesh,Y1999,Grapefruit (inc. pomelos),4451,15000,33700
Bangladesh,Y2000,Grapefruit (inc. pomelos),4856,16000,32949
Bangladesh,Y2001,Grapefruit (inc. pomelos),5263,17000,32301
Bangladesh,Y2002,Grapefruit (inc. pomelos),5263,17000,32301
Bangladesh,Y2003,Grapefruit (inc. pomelos),5666,18000,31768
Bangladesh,Y2004,Grapefruit (inc. pomelos),5670,18000,31746
Bangladesh,Y2005,Grapefruit (inc. pomelos),12000,66000,55000
Bangladesh,Y2006,Grapefruit (inc. pomelos),8100,54195,66907
Bangladesh,Y2007,Grapefruit (inc. pomelos),6111,54190,88676
Bangladesh,Y2008,Grapefruit (inc. pomelos),4810,50668,105339
Bangladesh,Y2009,Grapefruit (inc. pomelos),6780,55951,82524
Bangladesh,Y2010,Grapefruit (inc. pomelos),7130,58468,82003
Bangladesh,Y2011,Grapefruit (inc. pomelos),7460,59198,79354
Bangladesh,Y2012,Grapefruit (inc. pomelos),6800,61000,89706
Bangladesh,Y2013,Grapefruit (inc. pomelos),6210,60000,96618
Bangladesh,Y2014,Grapefruit (inc. pomelos),7810,62887,80521
Bangladesh,Y2015,Grapefruit (inc. pomelos),9000,63223,70248
Bangladesh,Y2016,Grapefruit (inc. pomelos),8100,66470,82062
Bangladesh,Y2017,Grapefruit (inc. pomelos),7770,65560,84376
Bangladesh,Y2018,Grapefruit (inc. pomelos),9192,68137,74126
Bangladesh,Y2019,Grapefruit (inc. pomelos),12658,72110,56968
Bangladesh,Y1961,"Groundnuts, with shell",11736,13208,11254
Bangladesh,Y1962,"Groundnuts, with shell",9308,13208,14190
Bangladesh,Y1963,"Groundnuts, with shell",8094,12192,15063
Bangladesh,Y1964,"Groundnuts, with shell",9308,12192,13098
Bangladesh,Y1965,"Groundnuts, with shell",10117,14224,14060
Bangladesh,Y1966,"Groundnuts, with shell",16600,24400,14699
Bangladesh,Y1967,"Groundnuts, with shell",28300,41700,14735
Bangladesh,Y1968,"Groundnuts, with shell",33600,52800,15714
Bangladesh,Y1969,"Groundnuts, with shell",32400,52800,16296
Bangladesh,Y1970,"Groundnuts, with shell",28300,46700,16502
Bangladesh,Y1971,"Groundnuts, with shell",26657,36390,13651
Bangladesh,Y1972,"Groundnuts, with shell",22893,31498,13759
Bangladesh,Y1973,"Groundnuts, with shell",20823,28099,13494
Bangladesh,Y1974,"Groundnuts, with shell",19462,26356,13542
Bangladesh,Y1975,"Groundnuts, with shell",22250,31599,14202
Bangladesh,Y1976,"Groundnuts, with shell",20975,23336,11126
Bangladesh,Y1977,"Groundnuts, with shell",23472,27692,11798
Bangladesh,Y1978,"Groundnuts, with shell",24971,28023,11222
Bangladesh,Y1979,"Groundnuts, with shell",24000,27000,11250
Bangladesh,Y1980,"Groundnuts, with shell",26000,30000,11538
Bangladesh,Y1981,"Groundnuts, with shell",26000,26000,10000
Bangladesh,Y1982,"Groundnuts, with shell",24000,26000,10833
Bangladesh,Y1983,"Groundnuts, with shell",24000,26000,10833
Bangladesh,Y1984,"Groundnuts, with shell",32191,33335,10355
Bangladesh,Y1985,"Groundnuts, with shell",28104,32228,11467
Bangladesh,Y1986,"Groundnuts, with shell",29546,34522,11684
Bangladesh,Y1987,"Groundnuts, with shell",29832,34167,11453
Bangladesh,Y1988,"Groundnuts, with shell",38473,48519,12611
Bangladesh,Y1989,"Groundnuts, with shell",38198,45496,11911
Bangladesh,Y1990,"Groundnuts, with shell",38579,41724,10815
Bangladesh,Y1991,"Groundnuts, with shell",38484,35780,9297
Bangladesh,Y1992,"Groundnuts, with shell",39008,42583,10916
Bangladesh,Y1993,"Groundnuts, with shell",35750,39966,11179
Bangladesh,Y1994,"Groundnuts, with shell",35488,40095,11298
Bangladesh,Y1995,"Groundnuts, with shell",35628,40215,11287
Bangladesh,Y1996,"Groundnuts, with shell",35539,40340,11351
Bangladesh,Y1997,"Groundnuts, with shell",34622,39525,11416
Bangladesh,Y1998,"Groundnuts, with shell",34818,39000,11201
Bangladesh,Y1999,"Groundnuts, with shell",34008,42000,12350
Bangladesh,Y2000,"Groundnuts, with shell",29150,32000,10978
Bangladesh,Y2001,"Groundnuts, with shell",25900,27000,10425
Bangladesh,Y2002,"Groundnuts, with shell",26710,34000,12729
Bangladesh,Y2003,"Groundnuts, with shell",25900,34240,13220
Bangladesh,Y2004,"Groundnuts, with shell",26034,34075,13089
Bangladesh,Y2005,"Groundnuts, with shell",28852,38880,13476
Bangladesh,Y2006,"Groundnuts, with shell",29394,37980,12921
Bangladesh,Y2007,"Groundnuts, with shell",33666,45910,13637
Bangladesh,Y2008,"Groundnuts, with shell",31084,44268,14241
Bangladesh,Y2009,"Groundnuts, with shell",32540,47160,14493
Bangladesh,Y2010,"Groundnuts, with shell",33591,53467,15917
Bangladesh,Y2011,"Groundnuts, with shell",31755,53664,16899
Bangladesh,Y2012,"Groundnuts, with shell",31182,51944,16658
Bangladesh,Y2013,"Groundnuts, with shell",28750,49791,17319
Bangladesh,Y2014,"Groundnuts, with shell",29560,56439,19093
Bangladesh,Y2015,"Groundnuts, with shell",31753,56713,17861
Bangladesh,Y2016,"Groundnuts, with shell",35712,62264,17435
Bangladesh,Y2017,"Groundnuts, with shell",36903,66060,17901
Bangladesh,Y2018,"Groundnuts, with shell",38043,66828,17566
Bangladesh,Y2019,"Groundnuts, with shell",35260,62832,17820
Bangladesh,Y1961,Jute,834000,1314540,15762
Bangladesh,Y1962,Jute,697300,1190160,17068
Bangladesh,Y1963,Jute,688000,1105200,16064
Bangladesh,Y1964,Jute,671800,983880,14645
Bangladesh,Y1965,Jute,886000,1319220,14890
Bangladesh,Y1966,Jute,876200,1255680,14331
Bangladesh,Y1967,Jute,971000,1264140,13019
Bangladesh,Y1968,Jute,897000,1055160,11763
Bangladesh,Y1969,Jute,976000,1340820,13738
Bangladesh,Y1970,Jute,918000,1233900,13441
Bangladesh,Y1971,Jute,694000,777600,11205
Bangladesh,Y1972,Jute,896261,1201860,13410
Bangladesh,Y1973,Jute,888857,1115820,12553
Bangladesh,Y1974,Jute,583000,725760,12449
Bangladesh,Y1975,Jute,511000,788580,15432
Bangladesh,Y1976,Jute,650000,872000,13415
Bangladesh,Y1977,Jute,735000,972000,13224
Bangladesh,Y1978,Jute,835000,1170000,14012
Bangladesh,Y1979,Jute,760000,1080000,14211
Bangladesh,Y1980,Jute,635000,896000,14110
Bangladesh,Y1981,Jute,570000,842000,14772
Bangladesh,Y1982,Jute,575000,885000,15391
Bangladesh,Y1983,Jute,581000,946000,16282
Bangladesh,Y1984,Jute,676000,928000,13728
Bangladesh,Y1985,Jute,924000,1378000,14913
Bangladesh,Y1986,Jute,1057942,1571019,14850
Bangladesh,Y1987,Jute,772300,1225149,15864
Bangladesh,Y1988,Jute,512304,877080,17120
Bangladesh,Y1989,Jute,543386,827810,15234
Bangladesh,Y1990,Jute,541704,841733,15539
Bangladesh,Y1991,Jute,583439,961939,16487
Bangladesh,Y1992,Jute,588097,956751,16269
Bangladesh,Y1993,Jute,478300,808000,16893
Bangladesh,Y1994,Jute,559700,964000,17224
Bangladesh,Y1995,Jute,458500,739000,16118
Bangladesh,Y1996,Jute,507236,882942,17407
Bangladesh,Y1997,Jute,577493,1057000,18303
Bangladesh,Y1998,Jute,477939,812000,16990
Bangladesh,Y1999,Jute,407928,711000,17430
Bangladesh,Y2000,Jute,448335,821000,18312
Bangladesh,Y2001,Jute,456680,858740,18804
Bangladesh,Y2002,Jute,436661,800000,18321
Bangladesh,Y2003,Jute,407920,794000,19465
Bangladesh,Y2004,Jute,390526,730000,18693
Bangladesh,Y2005,Jute,402000,836000,20796
Bangladesh,Y2006,Jute,419000,884000,21098
Bangladesh,Y2007,Jute,440492,838682,19040
Bangladesh,Y2008,Jute,420473,848715,20185
Bangladesh,Y2009,Jute,416000,923500,22200
Bangladesh,Y2010,Jute,416346,923464,22180
Bangladesh,Y2011,Jute,708723,1523315,21494
Bangladesh,Y2012,Jute,760427,1452044,19095
Bangladesh,Y2013,Jute,681000,1391000,20426
Bangladesh,Y2014,Jute,665699,1349000,20264
Bangladesh,Y2015,Jute,677575,1399000,20647
Bangladesh,Y2016,Jute,677678,1344000,19832
Bangladesh,Y2017,Jute,737770,1496216,20280
Bangladesh,Y2018,Jute,758218,1613762,21284
Bangladesh,Y2019,Jute,749658,1600474,21349
Bangladesh,Y1961,Lemons and limes,400,1000,25000
Bangladesh,Y1962,Lemons and limes,800,2000,25000
Bangladesh,Y1963,Lemons and limes,800,2000,25000
Bangladesh,Y1964,Lemons and limes,1200,3000,25000
Bangladesh,Y1965,Lemons and limes,800,2000,25000
Bangladesh,Y1966,Lemons and limes,1500,4000,26667
Bangladesh,Y1967,Lemons and limes,1500,4000,26667
Bangladesh,Y1968,Lemons and limes,1500,4000,26667
Bangladesh,Y1969,Lemons and limes,1500,4000,26667
Bangladesh,Y1970,Lemons and limes,1500,4000,26667
Bangladesh,Y1971,Lemons and limes,1500,4000,26667
Bangladesh,Y1972,Lemons and limes,1500,4000,26667
Bangladesh,Y1973,Lemons and limes,1466,4024,27449
Bangladesh,Y1974,Lemons and limes,1506,3842,25511
Bangladesh,Y1975,Lemons and limes,1514,3589,23705
Bangladesh,Y1976,Lemons and limes,1588,3883,24452
Bangladesh,Y1977,Lemons and limes,1465,3449,23543
Bangladesh,Y1978,Lemons and limes,1451,3325,22915
Bangladesh,Y1979,Lemons and limes,1518,3530,23254
Bangladesh,Y1980,Lemons and limes,1578,3449,21857
Bangladesh,Y1981,Lemons and limes,1627,3712,22815
Bangladesh,Y1982,Lemons and limes,1710,4122,24105
Bangladesh,Y1983,Lemons and limes,1880,4875,25931
Bangladesh,Y1984,Lemons and limes,1967,5294,26914
Bangladesh,Y1985,Lemons and limes,2197,6311,28726
Bangladesh,Y1986,Lemons and limes,2300,6565,28543
Bangladesh,Y1987,Lemons and limes,2440,7195,29488
Bangladesh,Y1988,Lemons and limes,2653,6105,23012
Bangladesh,Y1989,Lemons and limes,2890,6461,22356
Bangladesh,Y1990,Lemons and limes,2934,6865,23398
Bangladesh,Y1991,Lemons and limes,3035,7230,23822
Bangladesh,Y1992,Lemons and limes,3165,8215,25956
Bangladesh,Y1993,Lemons and limes,3304,8715,26377
Bangladesh,Y1994,Lemons and limes,3618,9735,26907
Bangladesh,Y1995,Lemons and limes,3940,10265,26053
Bangladesh,Y1996,Lemons and limes,4203,11680,27790
Bangladesh,Y1997,Lemons and limes,4302,11655,27092
Bangladesh,Y1998,Lemons and limes,4462,12085,27084
Bangladesh,Y1999,Lemons and limes,4451,13000,29207
Bangladesh,Y2000,Lemons and limes,4856,15000,30890
Bangladesh,Y2001,Lemons and limes,4856,15000,30890
Bangladesh,Y2002,Lemons and limes,5261,15000,28512
Bangladesh,Y2003,Lemons and limes,5927,16680,28142
Bangladesh,Y2004,Lemons and limes,6389,18210,28502
Bangladesh,Y2005,Lemons and limes,11000,34000,30909
Bangladesh,Y2006,Lemons and limes,15000,45830,30553
Bangladesh,Y2007,Lemons and limes,12000,37770,31475
Bangladesh,Y2008,Lemons and limes,16880,52801,31280
Bangladesh,Y2009,Lemons and limes,18480,52801,28572
Bangladesh,Y2010,Lemons and limes,21367,53987,25267
Bangladesh,Y2011,Lemons and limes,21500,54613,25401
Bangladesh,Y2012,Lemons and limes,17120,63330,36992
Bangladesh,Y2013,Lemons and limes,20234,67000,33113
Bangladesh,Y2014,Lemons and limes,16200,69950,43179
Bangladesh,Y2015,Lemons and limes,24200,68721,28397
Bangladesh,Y2016,Lemons and limes,20234,65248,32247
Bangladesh,Y2017,Lemons and limes,25780,69132,26816
Bangladesh,Y2018,Lemons and limes,21868,67077,30674
Bangladesh,Y2019,Lemons and limes,21144,67077,31724
Bangladesh,Y1961,Lentils,62727,42672,6803
Bangladesh,Y1962,Lentils,64346,47752,7421
Bangladesh,Y1963,Lentils,72035,48768,6770
Bangladesh,Y1964,Lentils,67583,47752,7066
Bangladesh,Y1965,Lentils,66369,44704,6736
Bangladesh,Y1966,Lentils,68000,46700,6868
Bangladesh,Y1967,Lentils,70800,49800,7034
Bangladesh,Y1968,Lentils,68400,47800,6988
Bangladesh,Y1969,Lentils,71600,51800,7235
Bangladesh,Y1970,Lentils,90000,63000,7000
Bangladesh,Y1971,Lentils,100000,69000,6900
Bangladesh,Y1972,Lentils,120000,83000,6917
Bangladesh,Y1973,Lentils,150000,104000,6933
Bangladesh,Y1974,Lentils,180000,124000,6889
Bangladesh,Y1975,Lentils,200000,138000,6900
Bangladesh,Y1976,Lentils,250000,173000,6920
Bangladesh,Y1977,Lentils,291000,172000,5911
Bangladesh,Y1978,Lentils,293000,175000,5973
Bangladesh,Y1979,Lentils,295000,176000,5966
Bangladesh,Y1980,Lentils,289000,169000,5848
Bangladesh,Y1981,Lentils,285000,169000,5930
Bangladesh,Y1982,Lentils,248000,161000,6492
Bangladesh,Y1983,Lentils,240000,147000,6125
Bangladesh,Y1984,Lentils,240400,161200,6705
Bangladesh,Y1985,Lentils,233400,164200,7035
Bangladesh,Y1986,Lentils,222500,159600,7173
Bangladesh,Y1987,Lentils,212700,149000,7005
Bangladesh,Y1988,Lentils,216308,158715,7337
Bangladesh,Y1989,Lentils,215297,158040,7341
Bangladesh,Y1990,Lentils,209085,155120,7419
Bangladesh,Y1991,Lentils,210078,157280,7487
Bangladesh,Y1992,Lentils,208915,152820,7315
Bangladesh,Y1993,Lentils,207444,163425,7878
Bangladesh,Y1994,Lentils,207600,168000,8092
Bangladesh,Y1995,Lentils,207600,167945,8090
Bangladesh,Y1996,Lentils,206000,169945,8250
Bangladesh,Y1997,Lentils,206347,170505,8263
Bangladesh,Y1998,Lentils,205775,162700,7907
Bangladesh,Y1999,Lentils,205485,165315,8045
Bangladesh,Y2000,Lentils,166802,128000,7674
Bangladesh,Y2001,Lentils,164372,126000,7666
Bangladesh,Y2002,Lentils,157085,115000,7321
Bangladesh,Y2003,Lentils,154187,116000,7523
Bangladesh,Y2004,Lentils,154590,122200,7905
Bangladesh,Y2005,Lentils,153831,121065,7870
Bangladesh,Y2006,Lentils,134635,115370,8569
Bangladesh,Y2007,Lentils,137553,116810,8492
Bangladesh,Y2008,Lentils,72581,71535,9856
Bangladesh,Y2009,Lentils,70952,60537,8532
Bangladesh,Y2010,Lentils,77287,71100,9199
Bangladesh,Y2011,Lentils,82969,80442,9695
Bangladesh,Y2012,Lentils,86248,80125,9290
Bangladesh,Y2013,Lentils,89840,93000,10352
Bangladesh,Y2014,Lentils,124617,157000,12599
Bangladesh,Y2015,Lentils,145492,167261,11496
Bangladesh,Y2016,Lentils,154515,158228,10240
Bangladesh,Y2017,Lentils,154746,168837,10911
Bangladesh,Y2018,Lentils,155963,176633,11325
Bangladesh,Y2019,Lentils,142418,175384,12315
Bangladesh,Y1961,Lettuce and chicory,8500,48000,56471
