Area,Year,Item,Area Harvested,Yield,Production
Bangladesh,2008,Coconuts,42000,79535,334047
Bangladesh,2008,Cucumbers and gherkins,7259,50613,36740
Bangladesh,2008,Fibre crops nes,1911,2402,459
Bangladesh,2008,"Fruit, fresh nes",96250,45996,442714
Bangladesh,2008,"Fruit, tropical fresh nes",92320,105585,974760
Bangladesh,2008,Garlic,33607,43091,144817
Bangladesh,2008,Ginger,9416,81825,77046
Bangladesh,2008,Grapefruit (inc. pomelos),4810,105339,50668
Bangladesh,2008,"Groundnuts, with shell",31084,14241,44268
Bangladesh,2008,Jute,420473,20185,848715
Bangladesh,2008,Lemons and limes,16880,31280,52801
Bangladesh,2008,Lentils,72581,9856,71535
Bangladesh,2008,Lettuce and chicory,7374,45980,33906
Bangladesh,2008,Linseed,8823,8852,7810
Bangladesh,2008,Maize,223770,60172,1346470
Bangladesh,2008,"Mangoes, mangosteens, guavas",124000,64738,802750
Bangladesh,2008,"Melons, other (inc.cantaloupes)",12539,163165,204593
Bangladesh,2008,Millet,39116,3413,13350
Bangladesh,2008,Oilseeds nes,950,7874,748
Bangladesh,2008,"Onions, dry",125171,71044,889260
Bangladesh,2008,Oranges,369,42222,1558
Bangladesh,2008,"Peas, dry",12673,8408,10656
Bangladesh,2008,Pigeon peas,1213,9398,1140
Bangladesh,2008,Pineapples,15938,131938,210283
Bangladesh,2008,Potatoes,402000,165373,6648000
Bangladesh,2008,Pulses nes,81787,8785,71851
Bangladesh,2008,"Rice, paddy",11279150,41441,46742000
Bangladesh,2008,Sesame seed,32932,8642,28461
Bangladesh,2008,Sorghum,206,21505,443
Bangladesh,2008,Spices nes,33386,41654,139066
Bangladesh,2008,Spinach,7793,56499,44030
Bangladesh,2008,Sugar cane,129473,384919,4983656
Bangladesh,2008,Sugar crops nes,17730,170370,302066
Bangladesh,2008,Sweet potatoes,31578,97290,307221
Bangladesh,2008,"Tangerines, mandarins, clementines, satsumas",3690,42870,15819
Bangladesh,2008,Tea,58005,10172,59000
Bangladesh,2008,Tobacco,29289,13742,40248
Bangladesh,2008,Tomatoes,19642,72833,143058
Bangladesh,2008,"Vegetables, fresh nes",179000,67598,1210000
Bangladesh,2008,Wheat,388000,844000,21753
Bangladesh,2008,Roots and Tubers,433578,160415,6955221
Bangladesh,2008,Vegetables Primary,464492,70355,3267946
Bangladesh,2009,Areca nuts,176350,5979,105448
Bangladesh,2009,Bananas,53585,156048,836183
Bangladesh,2009,Barley,549,8597,472
Bangladesh,2009,"Bastfibres, others",2547,11009,2804
Bangladesh,2009,"Beans, dry",55340,8770,48533
Bangladesh,2009,"Beans, green",16273,54315,88386
Bangladesh,2009,Berries nes,3260,72113,23509
Bangladesh,2009,Cabbages and other brassicas,16507,124570,205627
Bangladesh,2009,Castor oil seed,300,6667,200
Bangladesh,2009,Cauliflowers and broccoli,16160,99389,160612
Bangladesh,2009,Chick peas,8177,8011,6551
Bangladesh,2009,"Chillies and peppers, dry",89268,12248,109337
Bangladesh,2009,Coconuts,43000,73583,316405
Bangladesh,2009,Cucumbers and gherkins,7240,60638,43902
Bangladesh,2009,Fibre crops nes,1899,2385,453
Bangladesh,2009,"Fruit, fresh nes",85560,57519,492131
Bangladesh,2009,"Fruit, tropical fresh nes",101840,98700,1005164
Bangladesh,2009,Garlic,34319,45115,154831
Bangladesh,2009,Ginger,9017,80523,72608
Bangladesh,2009,Grapefruit (inc. pomelos),6780,82524,55951
Bangladesh,2009,"Groundnuts, with shell",32540,14493,47160
Bangladesh,2009,Jute,416000,22200,923500
Bangladesh,2009,Lemons and limes,18480,28572,52801
Bangladesh,2009,Lentils,70952,8532,60537
Bangladesh,2009,Lettuce and chicory,7564,43838,33159
Bangladesh,2009,Linseed,11176,6308,7050
Bangladesh,2009,Maize,128386,56831,729629
Bangladesh,2009,"Mangoes, mangosteens, guavas",124000,66787,828161
Bangladesh,2009,"Melons, other (inc.cantaloupes)",12646,158341,200238
Bangladesh,2009,Millet,32609,3815,12440
Bangladesh,2009,Oilseeds nes,420,8667,364
Bangladesh,2009,"Onions, dry",107748,68228,735140
Bangladesh,2009,Oranges,369,55908,2063
Bangladesh,2009,"Peas, dry",13779,9004,12406
Bangladesh,2009,Pigeon peas,908,9262,841
Bangladesh,2009,Pineapples,15778,145182,229068
Bangladesh,2009,Potatoes,395000,133367,5268000
Bangladesh,2009,Pulses nes,86087,8829,76009
Bangladesh,2009,"Rice, paddy",11353532,42404,48144000
Bangladesh,2009,Sesame seed,35551,9087,32306
Bangladesh,2009,Sorghum,200,13300,266
Bangladesh,2009,Spices nes,34965,40072,140113
Bangladesh,2009,Spinach,8016,53515,42898
Bangladesh,2009,Sugar cane,126261,414431,5232649
Bangladesh,2009,Sugar crops nes,17045,183377,312566
Bangladesh,2009,Sweet potatoes,31697,96232,305025
Bangladesh,2009,"Tangerines, mandarins, clementines, satsumas",4030,39541,15935
Bangladesh,2009,Tea,59000,10085,59500
Bangladesh,2009,Tobacco,29869,13481,40265
Bangladesh,2009,Tomatoes,20424,73796,150720
Bangladesh,2009,"Vegetables, fresh nes",181000,69890,1265000
Bangladesh,2009,Wheat,394612,849046,21516
Bangladesh,2009,Roots and Tubers,426697,130608,5573025
Bangladesh,2009,Vegetables Primary,453539,71009,3220524
Bangladesh,2010,Areca nuts,178630,5132,91681
Bangladesh,2010,Bananas,53946,151680,818254
Bangladesh,2010,Barley,619,8530,528
Bangladesh,2010,"Bastfibres, others",2476,10323,2556
Bangladesh,2010,"Beans, dry",59186,14272,84470
Bangladesh,2010,"Beans, green",16589,53397,88581
Bangladesh,2010,Berries nes,3130,68393,21407
Bangladesh,2010,Cabbages and other brassicas,16666,131980,219958
Bangladesh,2010,Castor oil seed,314,6879,216
Bangladesh,2010,Cauliflowers and broccoli,16677,95965,160040
Bangladesh,2010,Chick peas,7224,7951,5744
Bangladesh,2010,"Chillies and peppers, dry",87026,12565,109350
Bangladesh,2010,Coconuts,43000,93488,402000
Bangladesh,2010,Cucumbers and gherkins,7663,71972,55152
Bangladesh,2010,Fibre crops nes,1888,2373,448
Bangladesh,2010,"Fruit, fresh nes",85258,67394,574589
Bangladesh,2010,"Fruit, tropical fresh nes",106471,90336,961821
Bangladesh,2010,Garlic,37055,44364,164392
Bangladesh,2010,Ginger,9066,82551,74841
Bangladesh,2010,Grapefruit (inc. pomelos),7130,82003,58468
Bangladesh,2010,"Groundnuts, with shell",33591,15917,53467
Bangladesh,2010,Jute,416346,22180,923464
Bangladesh,2010,Lemons and limes,21367,25267,53987
Bangladesh,2010,Lentils,77287,9199,71100
Bangladesh,2010,Lettuce and chicory,7814,45035,35190
Bangladesh,2010,Linseed,10542,6517,6870
Bangladesh,2010,Maize,152009,58378,887391
Bangladesh,2010,"Mangoes, mangosteens, guavas",129000,65296,842312
Bangladesh,2010,"Melons, other (inc.cantaloupes)",13238,163542,216497
Bangladesh,2010,Millet,35871,3343,11990
Bangladesh,2010,Oilseeds nes,394,10228,403
Bangladesh,2010,"Onions, dry",117560,74182,872081
Bangladesh,2010,Oranges,326,81779,2666
Bangladesh,2010,"Peas, dry",13335,9559,12747
Bangladesh,2010,Pigeon peas,811,9519,772
Bangladesh,2010,Pineapples,16018,146393,234493
Bangladesh,2010,Potatoes,435000,182299,7930000
Bangladesh,2010,Pulses nes,85919,9510,81705
Bangladesh,2010,"Rice, paddy",11529000,43422,50061200
Bangladesh,2010,Sesame seed,36000,8889,32000
Bangladesh,2010,Sorghum,196,12806,251
Bangladesh,2010,Spices nes,34833,36895,128517
Bangladesh,2010,Spinach,8181,55312,45251
Bangladesh,2010,Sugar cane,117500,382197,4490812
Bangladesh,2010,Sugar crops nes,12000,262480,314976
Bangladesh,2010,Sweet potatoes,31071,98688,306633
Bangladesh,2010,"Tangerines, mandarins, clementines, satsumas",3260,63074,20562
Bangladesh,2010,Tea,52236,11486,60000
Bangladesh,2010,Tobacco,38270,14447,55288
Bangladesh,2010,Tomatoes,23817,79864,190213
Bangladesh,2010,"Vegetables, fresh nes",184000,70109,1290000
Bangladesh,2010,Wheat,376256,901490,23959
Bangladesh,2010,Roots and Tubers,466071,176725,8236633
Bangladesh,2010,Vegetables Primary,475186,73079,3472597
Bangladesh,2011,Areca nuts,182389,5809,105953
Bangladesh,2011,Bananas,52847,151539,800840
Bangladesh,2011,Barley,547,8848,484
Bangladesh,2011,"Bastfibres, others",2402,9688,2327
Bangladesh,2011,"Beans, dry",68000,7353,50000
Bangladesh,2011,"Beans, green",17304,54760,94756
Bangladesh,2011,Berries nes,2580,55996,14447
Bangladesh,2011,Cabbages and other brassicas,15789,131035,206891
Bangladesh,2011,Castor oil seed,383,6997,268
Bangladesh,2011,Cauliflowers and broccoli,16552,101642,168238
Bangladesh,2011,Chick peas,8229,8026,6605
Bangladesh,2011,"Chillies and peppers, dry",104967,16780,176134
Bangladesh,2011,Coconuts,43000,75814,326000
Bangladesh,2011,Cucumbers and gherkins,7701,62911,48448
Bangladesh,2011,Fibre crops nes,1880,2356,443
Bangladesh,2011,"Fruit, fresh nes",76352,70486,538172
Bangladesh,2011,"Fruit, tropical fresh nes",97000,95773,929000
Bangladesh,2011,Garlic,41997,49802,209153
Bangladesh,2011,Ginger,9116,81593,74380
Bangladesh,2011,Grapefruit (inc. pomelos),7460,79354,59198
Bangladesh,2011,"Groundnuts, with shell",31755,16899,53664
Bangladesh,2011,Jute,708723,21494,1523315
Bangladesh,2011,Lemons and limes,21500,25401,54613
Bangladesh,2011,Lentils,82969,9695,80442
Bangladesh,2011,Lettuce and chicory,7663,45776,35078
Bangladesh,2011,Linseed,10251,6541,6705
Bangladesh,2011,Maize,165542,61512,1018287
Bangladesh,2011,"Mangoes, mangosteens, guavas",111100,80034,889176
Bangladesh,2011,"Melons, other (inc.cantaloupes)",12079,169314,204514
Bangladesh,2011,Millet,22719,4528,10288
Bangladesh,2011,Oilseeds nes,405,10222,414
Bangladesh,2011,"Onions, dry",127940,82189,1051523
Bangladesh,2011,Oranges,345,86899,2998
Bangladesh,2011,"Peas, dry",13264,9516,12622
Bangladesh,2011,Pigeon peas,732,9235,676
Bangladesh,2011,Pineapples,14988,145838,218582
Bangladesh,2011,Potatoes,460197,180931,8326389
Bangladesh,2011,Pulses nes,89238,9339,83336
Bangladesh,2011,"Rice, paddy",11528000,43917,50627000
Bangladesh,2011,Sesame seed,37000,8919,33000
Bangladesh,2011,Sorghum,150,14667,220
Bangladesh,2011,Spices nes,37607,37167,139775
Bangladesh,2011,Spinach,8077,53473,43190
Bangladesh,2011,Sugar cane,116175,402096,4671348
Bangladesh,2011,Sugar crops nes,13966,230657,322135
Bangladesh,2011,Sweet potatoes,30373,97962,297539
Bangladesh,2011,"Tangerines, mandarins, clementines, satsumas",5000,39894,19947
Bangladesh,2011,Tea,56670,10676,60500
Bangladesh,2011,Tobacco,48866,16215,79234
Bangladesh,2011,Tomatoes,24772,93839,232459
Bangladesh,2011,"Vegetables, fresh nes",185750,71009,1319000
Bangladesh,2011,Wheat,373708,972085,26012
Bangladesh,2011,Roots and Tubers,490570,175794,8623928
Bangladesh,2011,Vegetables Primary,492688,76372,3762736
Bangladesh,2012,Areca nuts,222570,6110,136000
Bangladesh,2012,Bananas,49278,151371,745927
Bangladesh,2012,Barley,361,8864,320
Bangladesh,2012,"Bastfibres, others",2400,7917,1900
Bangladesh,2012,"Beans, dry",67200,7589,51000
Bangladesh,2012,"Beans, green",17125,55098,94356
Bangladesh,2012,Berries nes,2240,127268,28508
Bangladesh,2012,Cabbages and other brassicas,16704,127490,212960
Bangladesh,2012,Castor oil seed,378,6984,264
Bangladesh,2012,Cauliflowers and broccoli,16285,102054,166195
Bangladesh,2012,Chick peas,7700,9091,7000
Bangladesh,2012,"Chillies and peppers, dry",97120,12974,126000
Bangladesh,2012,Coconuts,43000,86512,372000
Bangladesh,2012,Cucumbers and gherkins,7872,63631,50090
Bangladesh,2012,Fibre crops nes,1800,2361,425
Bangladesh,2012,"Fruit, fresh nes",81204,63544,516000
Bangladesh,2012,"Fruit, tropical fresh nes",99000,96633,956665
Bangladesh,2012,Garlic,44284,52752,233609
Bangladesh,2012,Ginger,8704,82817,72084
Bangladesh,2012,Grapefruit (inc. pomelos),6800,89706,61000
Bangladesh,2012,"Groundnuts, with shell",31182,16658,51944
Bangladesh,2012,Jute,760427,19095,1452044
Bangladesh,2012,Lemons and limes,17120,36992,63330
Bangladesh,2012,Lentils,86248,9290,80125
Bangladesh,2012,Lettuce and chicory,7700,44156,34000
Bangladesh,2012,Linseed,9740,6482,6313
Bangladesh,2012,Maize,197108,65838,1297717
Bangladesh,2012,"Mangoes, mangosteens, guavas",124000,76214,945059
Bangladesh,2012,"Melons, other (inc.cantaloupes)",15380,185306,285000
Bangladesh,2012,Millet,32836,3166,10395
Bangladesh,2012,Oilseeds nes,405,9136,370
Bangladesh,2012,"Onions, dry",135721,85415,1159259
Bangladesh,2012,Oranges,348,85805,2986
Bangladesh,2012,"Peas, dry",14160,8475,12000
Bangladesh,2012,Pigeon peas,502,8865,445
Bangladesh,2012,Pineapples,13895,130218,180938
Bangladesh,2012,Potatoes,430446,190627,8205470
Bangladesh,2012,Pulses nes,105355,8448,89000
Bangladesh,2012,"Rice, paddy",11423000,44206,50497000
Bangladesh,2012,Sesame seed,33331,8990,29965
Bangladesh,2012,Sorghum,168,13452,226
Bangladesh,2012,Spices nes,39252,41781,164000
Bangladesh,2012,Spinach,8094,53126,43000
Bangladesh,2012,Sugar cane,107621,427705,4603003
Bangladesh,2012,Sugar crops nes,14900,204698,305000
Bangladesh,2012,Sweet potatoes,24567,102939,252891
Bangladesh,2012,"Tangerines, mandarins, clementines, satsumas",4822,41477,20000
Bangladesh,2012,Tea,57900,10799,62524
Bangladesh,2012,Tobacco,50905,16780,85419
Bangladesh,2012,Tomatoes,25627,99672,255430
Bangladesh,2012,"Vegetables, fresh nes",180892,72585,1313000
Bangladesh,2012,Wheat,358181,995356,27789
Bangladesh,2012,Roots and Tubers,455013,185893,8458361
Bangladesh,2012,Vegetables Primary,499963,78184,3908899
Bangladesh,2013,Areca nuts,238760,7581,181000
Bangladesh,2013,Bananas,48157,160896,774826
Bangladesh,2013,Barley,290,8966,260
Bangladesh,2013,"Bastfibres, others",2400,7917,1900
Bangladesh,2013,"Beans, dry",65000,7923,51500
Bangladesh,2013,"Beans, green",16997,54716,93000
Bangladesh,2013,Berries nes,2104,129777,27305
Bangladesh,2013,Cabbages and other brassicas,16187,123556,200000
Bangladesh,2013,Castor oil seed,379,7018,266
Bangladesh,2013,Cauliflowers and broccoli,16187,102551,166000
Bangladesh,2013,Chick peas,7284,9610,7000
Bangladesh,2013,"Chillies and peppers, dry",93460,10914,102000
Bangladesh,2013,Coconuts,43000,84651,364000
Bangladesh,2013,Cucumbers and gherkins,8094,60539,49000
Bangladesh,2013,Fibre crops nes,1800,2361,425
Bangladesh,2013,"Fruit, fresh nes",81057,66620,540000
Bangladesh,2013,"Fruit, tropical fresh nes",100000,100400,1004000
Bangladesh,2013,Garlic,42493,52640,223685
Bangladesh,2013,Ginger,8941,77173,69000
Bangladesh,2013,Grapefruit (inc. pomelos),6210,96618,60000
Bangladesh,2013,"Groundnuts, with shell",28750,17319,49791
Bangladesh,2013,Jute,681000,20426,1391000
Bangladesh,2013,Lemons and limes,20234,33113,67000
Bangladesh,2013,Lentils,89840,10352,93000
Bangladesh,2013,Lettuce and chicory,7700,44156,34000
Bangladesh,2013,Linseed,9300,6452,6000
Bangladesh,2013,Maize,234714,65953,1548000
Bangladesh,2013,"Mangoes, mangosteens, guavas",119600,80006,956867
Bangladesh,2013,"Melons, other (inc.cantaloupes)",12950,192278,249000
Bangladesh,2013,Millet,32820,6114,20065
Bangladesh,2013,Oilseeds nes,326,11994,391
Bangladesh,2013,"Onions, dry",134354,86935,1168000
Bangladesh,2013,Oranges,379,90976,3448
Bangladesh,2013,"Peas, dry",13269,9512,12622
Bangladesh,2013,Pigeon peas,405,10444,423
Bangladesh,2013,Pineapples,14164,131790,186667
Bangladesh,2013,Potatoes,443934,193790,8603000
Bangladesh,2013,Pulses nes,106000,9729,103125
Bangladesh,2013,"Rice, paddy",11372000,45317,51534000
Bangladesh,2013,Sesame seed,34118,9078,30972
Bangladesh,2013,Sorghum,134,11343,152
Bangladesh,2013,Spices nes,39040,40215,157000
Bangladesh,2013,Spinach,8094,53126,43000
Bangladesh,2013,Sugar cane,109264,405806,4434000
Bangladesh,2013,Sugar crops nes,12100,242149,293000
Bangladesh,2013,Sweet potatoes,27108,97019,263000
Bangladesh,2013,"Tangerines, mandarins, clementines, satsumas",4560,43860,20000
Bangladesh,2013,Tea,58300,11365,66259
Bangladesh,2013,Tobacco,48562,16268,79000
Bangladesh,2013,Tomatoes,26300,95437,251000
Bangladesh,2013,"Vegetables, fresh nes",186557,73543,1372000
Bangladesh,2013,Wheat,416416,1255000,30138
Bangladesh,2013,Roots and Tubers,471042,188221,8866000
Bangladesh,2013,Vegetables Primary,506727,78438,3974685
Bangladesh,2014,Areca nuts,230670,8150,188000
Bangladesh,2014,Bananas,46134,166949,770203
Bangladesh,2014,Barley,248,10726,266
Bangladesh,2014,"Bastfibres, others",3662,7327,2683
Bangladesh,2014,"Beans, dry",77699,8494,66000
Bangladesh,2014,"Beans, green",18222,60367,110000
Bangladesh,2014,Berries nes,2019,139965,28259
Bangladesh,2014,Cabbages and other brassicas,16187,134058,217000
Bangladesh,2014,Castor oil seed,382,7016,268
Bangladesh,2014,Cauliflowers and broccoli,16592,110294,183000
Bangladesh,2014,Chick peas,6878,8723,6000
Bangladesh,2014,"Chillies and peppers, dry",89820,12247,110000
Bangladesh,2014,Coconuts,43000,80808,347474
Bangladesh,2014,Cucumbers and gherkins,8903,61777,55000
Bangladesh,2014,Fibre crops nes,1857,2202,409
Bangladesh,2014,"Fruit, fresh nes",78819,68892,543000
Bangladesh,2014,"Fruit, tropical fresh nes",102000,104020,1061000
Bangladesh,2014,Garlic,53000,58868,312000
Bangladesh,2014,Ginger,9498,81070,77000
Bangladesh,2014,Grapefruit (inc. pomelos),7810,80521,62887
Bangladesh,2014,"Groundnuts, with shell",29560,19093,56439
Bangladesh,2014,Jute,665699,20264,1349000
Bangladesh,2014,Lemons and limes,16200,43179,69950
Bangladesh,2014,Lentils,124617,12599,157000
Bangladesh,2014,Lettuce and chicory,7284,53542,39000
Bangladesh,2014,Linseed,8896,10117,9000
Bangladesh,2014,Maize,307152,69151,2124000
Bangladesh,2014,"Mangoes, mangosteens, guavas",124000,80024,992296
Bangladesh,2014,"Melons, other (inc.cantaloupes)",12140,241351,293000
Bangladesh,2014,Millet,12189,5858,7140
Bangladesh,2014,Oilseeds nes,1172,14710,1724
Bangladesh,2014,"Onions, dry",150915,91906,1387000
Bangladesh,2014,Oranges,489,75133,3674
Bangladesh,2014,"Peas, dry",14834,9882,14659
Bangladesh,2014,Pigeon peas,594,10236,608
Bangladesh,2014,Pineapples,13759,144593,198946
Bangladesh,2014,Potatoes,461710,193845,8950000
Bangladesh,2014,Pulses nes,111449,9888,110197
Bangladesh,2014,"Rice, paddy",11415642,45382,51806593
Bangladesh,2014,Sesame seed,34248,8890,30447
Bangladesh,2014,Sorghum,111,11171,124
Bangladesh,2014,Spices nes,40484,38287,155000
Bangladesh,2014,Spinach,8094,54361,44000
Bangladesh,2014,Sugar cane,107219,420448,4508000
Bangladesh,2014,Sugar crops nes,14650,213652,313000
Bangladesh,2014,Sweet potatoes,25890,100221,259472
Bangladesh,2014,"Tangerines, mandarins, clementines, satsumas",3961,45443,18000
Bangladesh,2014,Tea,59925,10643,63780
Bangladesh,2014,Tobacco,50180,16939,85000
Bangladesh,2014,Tomatoes,27114,95891,260000
Bangladesh,2014,"Vegetables, fresh nes",184940,73646,1362000
Bangladesh,2014,Wheat,429770,1303000,30319
Bangladesh,2014,Roots and Tubers,487600,188874,9209472
Bangladesh,2014,Vegetables Primary,534551,82181,4393000
Bangladesh,2015,Areca nuts,238760,9131,218000
Bangladesh,2015,Bananas,46714,166423,777427
Bangladesh,2015,Barley,348,8822,307
Bangladesh,2015,"Bastfibres, others",4321,6330,2735
Bangladesh,2015,"Beans, dry",77840,8497,66137
Bangladesh,2015,"Beans, green",19907,61331,122091
Bangladesh,2015,Berries nes,2160,134056,28956
Bangladesh,2015,Cabbages and other brassicas,19718,131153,258608
Bangladesh,2015,Castor oil seed,376,7021,264
Bangladesh,2015,Cauliflowers and broccoli,19544,137372,268480
Bangladesh,2015,Chick peas,7072,9434,6672
Bangladesh,2015,"Chillies and peppers, dry",92167,13368,123207
Bangladesh,2015,Coconuts,43000,89263,383833
Bangladesh,2015,Cucumbers and gherkins,14094,70900,99927
Bangladesh,2015,Fibre crops nes,2032,1959,398
Bangladesh,2015,"Fruit, fresh nes",77725,70762,550000
Bangladesh,2015,"Fruit, tropical fresh nes",101654,101422,1031000
Bangladesh,2015,Garlic,57049,60601,345725
Bangladesh,2015,Ginger,10216,81249,83004
Bangladesh,2015,Grapefruit (inc. pomelos),9000,70248,63223
Bangladesh,2015,"Groundnuts, with shell",31753,17861,56713
Bangladesh,2015,Jute,677575,20647,1399000
Bangladesh,2015,Lemons and limes,24200,28397,68721
Bangladesh,2015,Lentils,145492,11496,167261
Bangladesh,2015,Lettuce and chicory,7062,55833,39429
Bangladesh,2015,Linseed,7009,6941,4865
Bangladesh,2015,Maize,325308,69841,2271998
Bangladesh,2015,"Mangoes, mangosteens, guavas",116297,104957,1220616
Bangladesh,2015,"Melons, other (inc.cantaloupes)",11740,233390,274000
Bangladesh,2015,Millet,12581,9944,12510
Bangladesh,2015,Oilseeds nes,1333,16114,2148
Bangladesh,2015,"Onions, dry",169609,100490,1704402
Bangladesh,2015,Oranges,440,89864,3954
Bangladesh,2015,"Peas, dry",14747,11486,16939
Bangladesh,2015,Pigeon peas,575,10487,603
Bangladesh,2015,Pineapples,13632,144893,197518
Bangladesh,2015,Potatoes,471013,196476,9254285
Bangladesh,2015,Pulses nes,112348,10745,120714
Bangladesh,2015,"Rice, paddy",11381221,45518,51805464
Bangladesh,2015,Sesame seed,38205,9361,35764
Bangladesh,2015,Sorghum,95,10526,100
Bangladesh,2015,Spices nes,42087,35878,151000
Bangladesh,2015,Spinach,8237,56324,46394
Bangladesh,2015,Sugar cane,104263,425277,4434070
Bangladesh,2015,Sugar crops nes,13840,217441,300938
Bangladesh,2015,Sweet potatoes,25260,100805,254633
Bangladesh,2015,"Tangerines, mandarins, clementines, satsumas",4512,46543,21000
Bangladesh,2015,Tea,60424,10940,66101
Bangladesh,2015,Tobacco,51547,18279,94221
Bangladesh,2015,Tomatoes,30594,135193,413610
Bangladesh,2015,"Vegetables, fresh nes",192630,76883,1481000
Bangladesh,2015,Wheat,436814,1348000,30860
Bangladesh,2015,Roots and Tubers,496273,191607,9508918
Bangladesh,2015,Vegetables Primary,566771,89243,5058058
Bangladesh,2016,Areca nuts,238760,8963,214000
Bangladesh,2016,Bananas,47432,168243,798012
Bangladesh,2016,Barley,356,8904,317
Bangladesh,2016,"Bastfibres, others",4888,5479,2678
Bangladesh,2016,"Beans, dry",83020,8685,72105
Bangladesh,2016,"Beans, green",20211,63666,128676
Bangladesh,2016,Berries nes,1870,148273,27727
Bangladesh,2016,Cabbages and other brassicas,17944,164815,295744
Bangladesh,2016,Castor oil seed,370,6973,258
Bangladesh,2016,Cauliflowers and broccoli,19331,138888,268484
Bangladesh,2016,Chick peas,6083,10492,6382
Bangladesh,2016,"Chillies and peppers, dry",101972,12774,130260
Bangladesh,2016,Coconuts,43000,87039,374269
Bangladesh,2016,Cucumbers and gherkins,14569,75142,109475
Bangladesh,2016,Fibre crops nes,1998,2002,400
Bangladesh,2016,"Fruit, fresh nes",80869,73452,594000
Bangladesh,2016,"Fruit, tropical fresh nes",106902,98221,1050000
Bangladesh,2016,Garlic,60776,62829,381851
Bangladesh,2016,Ginger,9473,81590,77290
Bangladesh,2016,Grapefruit (inc. pomelos),8100,82062,66470
Bangladesh,2016,"Groundnuts, with shell",35712,17435,62264
Bangladesh,2016,Jute,677678,19832,1344000
Bangladesh,2016,Lemons and limes,20234,32247,65248
Bangladesh,2016,Lentils,154515,10240,158228
Bangladesh,2016,Lettuce and chicory,7233,55436,40097
Bangladesh,2016,Linseed,6561,6821,4475
Bangladesh,2016,Maize,334974,73008,2445576
Bangladesh,2016,"Mangoes, mangosteens, guavas",41390,332446,1375993
Bangladesh,2016,"Melons, other (inc.cantaloupes)",11051,225866,249605
Bangladesh,2016,Millet,12565,12137,15250
Bangladesh,2016,Oilseeds nes,1623,13734,2229
Bangladesh,2016,"Onions, dry",177492,97770,1735334
Bangladesh,2016,Oranges,434,74147,3218
Bangladesh,2016,"Peas, dry",16294,11392,18562
Bangladesh,2016,Pigeon peas,538,10520,566
Bangladesh,2016,Pineapples,13561,147999,200701
Bangladesh,2016,Potatoes,475488,199250,9474099
Bangladesh,2016,Pulses nes,113478,10787,122408
Bangladesh,2016,"Rice, paddy",11000809,45863,50452866
Bangladesh,2016,Sesame seed,40320,9157,36921
Bangladesh,2016,Sorghum,93,10968,102
Bangladesh,2016,Spices nes,46083,35154,162000
Bangladesh,2016,Spinach,8722,57963,50555
Bangladesh,2016,Sugar cane,98357,427788,4207592
Bangladesh,2016,Sugar crops nes,11780,230980,272094
Bangladesh,2016,Sweet potatoes,24886,104224,259372
Bangladesh,2016,"Tangerines, mandarins, clementines, satsumas",4449,47202,21000
Bangladesh,2016,Tea,60059,10739,64500
Bangladesh,2016,Tobacco,46472,18856,87628
Bangladesh,2016,Tomatoes,27342,134636,368121
Bangladesh,2016,"Vegetables, fresh nes",190650,80514,1535000
Bangladesh,2016,Wheat,444805,1348186,30310
Bangladesh,2016,Roots and Tubers,500374,194524,9733471
Bangladesh,2016,Vegetables Primary,572895,90840,5204172
Bangladesh,2017,Areca nuts,291210,8477,246863
Bangladesh,2017,Bananas,48644,165921,807104
Bangladesh,2017,Barley,329,8723,287
Bangladesh,2017,"Bastfibres, others",5655,4725,2672
Bangladesh,2017,"Beans, dry",83020,8910,73970
Bangladesh,2017,"Beans, green",20880,65850,137495
Bangladesh,2017,Berries nes,1990,136005,27065
Bangladesh,2017,Cabbages and other brassicas,18486,168587,311650
Bangladesh,2017,Castor oil seed,368,6984,257
Bangladesh,2017,Cauliflowers and broccoli,19718,140734,277500
Bangladesh,2017,Chick peas,5917,10541,6237
Bangladesh,2017,"Chillies and peppers, dry",103380,13240,136872
Bangladesh,2017,Coconuts,43000,95031,408635
Bangladesh,2017,Cucumbers and gherkins,15138,80099,121254
Bangladesh,2017,Fibre crops nes,2018,1952,394
Bangladesh,2017,"Fruit, fresh nes",84353,75397,636000
Bangladesh,2017,"Fruit, tropical fresh nes",109112,98614,1076000
Bangladesh,2017,Garlic,66259,64203,425401
Bangladesh,2017,Ginger,9307,83247,77478
Bangladesh,2017,Grapefruit (inc. pomelos),7770,84376,65560
Bangladesh,2017,"Groundnuts, with shell",36903,17901,66060
Bangladesh,2017,Jute,737770,20280,1496216
Bangladesh,2017,Lemons and limes,25780,26816,69132
Bangladesh,2017,Lentils,154746,10911,168837
Bangladesh,2017,Lettuce and chicory,7533,58957,44412
Bangladesh,2017,Linseed,5365,7763,4165
Bangladesh,2017,Maize,389878,77598,3025392
Bangladesh,2017,"Mangoes, mangosteens, guavas",46323,327632,1517691
Bangladesh,2017,"Melons, other (inc.cantaloupes)",11736,216428,254000
Bangladesh,2017,Millet,9376,11071,10380
Bangladesh,2017,Oilseeds nes,1386,13802,1913
Bangladesh,2017,"Onions, dry",185735,100493,1866502
Bangladesh,2017,Oranges,427,78970,3372
Bangladesh,2017,"Peas, dry",16529,11141,18415
Bangladesh,2017,Pigeon peas,516,10698,552
